ACC	LAT_LON
SRR15296648	35.0967 N 106.6313 W
SRR15296671	35.0967 N 106.6313 W
SRR15296675	35.0967 N 106.6313 W
SRR15275879	43.698 N 7.252 E
SRR15275880	43.704 N 7.256 E
SRR15275881	43.700 N 7.259 E
SRR15275882	43.699 N 7.265 E
SRR15275883	43.700 N 7.268 E
SRR15275884	43.700 N 7.275 E
SRR15275885	43.700 N 7.275 E
SRR15275886	43.703 N 7.275 E
SRR15275887	43.699 N 7.285 E
SRR15275888	43.737 N 7.299 E
SRR15275889	43.743 N 7.302 E
SRR15275890	43.677 N 7.229 E
SRR15275891	43.677 N 7.229 E
SRR15275892	43.677 N 7.230 E
SRR15275893	43.677 N 7.229 E
SRR15275894	43.677 N 7.230 E
SRR15275895	43.665 N 7.201 E
SRR15275896	43.674 N 7.204 E
SRR15275897	43.681 N 7.229 E
SRR15275898	43.688 N 7.230 E
SRR15275899	43.693 N 7.241 E
SRR15275900	43.696 N 7.239 E
SRR15275901	43.681 N 7.229 E
SRR15275902	43.698 N 7.252 E
SRR15275903	43.704 N 7.256 E
SRR15275904	43.700 N 7.259 E
SRR15275905	43.699 N 7.265 E
SRR15275906	43.720 N 7.261 E
SRR15275907	43.700 N 7.275 E
SRR15275908	43.700 N 7.268 E
SRR15275909	43.703 N 7.275 E
SRR15275910	43.697 N 7.277 E
SRR15275911	43.699 N 7.285 E
SRR15275912	43.688 N 7.230 E
SRR15275913	43.703 N 7.275 E
SRR15275914	43.699 N 7.285 E
SRR15275915	43.731 N 7.249 E
SRR15275916	43.729 N 7.285 E
SRR15275917	43.736 N 7.296 E
SRR15275918	43.677 N 7.229 E
SRR15275919	43.674 N 7.204 E
SRR15275920	43.677 N 7.230 E
SRR15275921	43.665 N 7.201 E
SRR15275922	43.681 N 7.229 E
SRR15275923	43.688 N 7.230 E
SRR15275924	43.693 N 7.241 E
SRR15275925	43.696 N 7.239 E
SRR15275926	43.696 N 7.239 E
SRR15275927	43.698 N 7.252 E
SRR15275928	43.704 N 7.256 E
SRR15275929	43.700 N 7.259 E
SRR15275930	43.699 N 7.265 E
SRR15275931	43.720 N 7.261 E
SRR15275932	43.700 N 7.275 E
SRR15275933	43.700 N 7.268 E
SRR15275934	43.703 N 7.275 E
SRR15275935	43.697 N 7.277 E
SRR15275936	43.693 N 7.241 E
SRR15275937	43.699 N 7.285 E
SRR15275938	43.731 N 7.249 E
SRR15275939	43.729 N 7.285 E
SRR15275940	43.736 N 7.296 E
SRR15275941	43.677 N 7.229 E
SRR15275942	43.729 N 7.285 E
SRR15275943	43.731 N 7.249 E
SRR15275944	43.674 N 7.204 E
SRR15275945	43.736 N 7.296 E
SRR15275946	43.677 N 7.229 E
SRR15275947	43.698 N 7.252 E
SRR15275948	43.677 N 7.229 E
SRR15275949	43.665 N 7.201 E
SRR15275950	43.677 N 7.230 E
SRR15275951	43.681 N 7.229 E
SRR15275952	43.688 N 7.230 E
SRR15275953	43.696 N 7.239 E
SRR15275954	43.693 N 7.241 E
SRR15275955	43.698 N 7.252 E
SRR15275956	43.704 N 7.256 E
SRR15275957	43.700 N 7.259 E
SRR15275958	43.704 N 7.256 E
SRR15275959	43.699 N 7.265 E
SRR15275960	43.700 N 7.268 E
SRR15275961	43.700 N 7.268 E
SRR15275962	43.700 N 7.275 E
SRR15275963	43.703 N 7.275 E
SRR15275964	43.699 N 7.285 E
SRR15275965	43.677 N 7.229 E
SRR15275966	43.731 N 7.249 E
SRR15275967	43.665 N 7.201 E
SRR15275968	43.674 N 7.204 E
SRR15275969	43.700 N 7.259 E
SRR15275970	43.696 N 7.239 E
SRR15275971	43.736 N 7.296 E
SRR15275972	43.693 N 7.241 E
SRR15275973	43.677 N 7.230 E
SRR15275974	43.729 N 7.285 E
SRR15275975	43.681 N 7.229 E
SRR15275976	43.688 N 7.230 E
SRR15275977	43.704 N 7.256 E
SRR15275978	43.698 N 7.252 E
SRR15275979	43.700 N 7.259 E
SRR15275980	43.699 N 7.265 E
SRR15275981	43.700 N 7.268 E
SRR15275982	43.699 N 7.265 E
SRR15275983	43.700 N 7.275 E
SRR15275984	43.703 N 7.275 E
SRR15275985	43.699 N 7.285 E
SRR15275986	43.677 N 7.229 E
SRR15275987	43.731 N 7.249 E
SRR15275988	43.674 N 7.204 E
SRR15275989	43.736 N 7.296 E
SRR15275990	43.665 N 7.201 E
SRR15275991	43.700 N 7.268 E
SRR15275992	43.677 N 7.230 E
SRR15275993	43.681 N 7.229 E
SRR15275994	43.688 N 7.230 E
SRR15275995	43.696 N 7.239 E
SRR15275996	43.693 N 7.241 E
SRR15239083	35.0967 N 106.6313 W
SRR15239084	35.0967 N 106.6313 W
SRR15239085	35.0967 N 106.6313 W
SRR15239086	35.0967 N 106.6313 W
SRR15239087	35.0967 N 106.6313 W
SRR15239088	35.0967 N 106.6313 W
SRR15239089	35.0967 N 106.6313 W
SRR15239090	35.0967 N 106.6313 W
SRR15239091	35.0967 N 106.6313 W
SRR15239092	35.0967 N 106.6313 W
SRR15239093	35.0967 N 106.6313 W
SRR15239094	35.0967 N 106.6313 W
SRR15239095	35.0967 N 106.6313 W
SRR15239096	35.0967 N 106.6313 W
SRR15239097	35.0967 N 106.6313 W
SRR15239098	35.0967 N 106.6313 W
SRR15239099	35.0967 N 106.6313 W
SRR15239100	35.0967 N 106.6313 W
SRR15239101	35.0967 N 106.6313 W
SRR15239102	35.0967 N 106.6313 W
SRR15239103	35.0967 N 106.6313 W
SRR15239104	35.0967 N 106.6313 W
SRR15239105	35.0967 N 106.6313 W
SRR15239106	35.0967 N 106.6313 W
SRR15239107	35.0967 N 106.6313 W
SRR15239108	35.0967 N 106.6313 W
SRR15239109	35.0967 N 106.6313 W
SRR15239110	35.0967 N 106.6313 W
SRR15239111	35.0967 N 106.6313 W
SRR15239112	35.0967 N 106.6313 W
SRR15239113	35.0967 N 106.6313 W
SRR15239114	35.0967 N 106.6313 W
SRR15239115	35.0967 N 106.6313 W
SRR15239116	35.0967 N 106.6313 W
SRR15239117	35.0967 N 106.6313 W
SRR15239118	35.0967 N 106.6313 W
SRR15239119	35.0967 N 106.6313 W
SRR15239120	35.0967 N 106.6313 W
SRR15239121	35.0967 N 106.6313 W
SRR15239122	35.0967 N 106.6313 W
SRR15239123	35.0967 N 106.6313 W
SRR15239124	35.0967 N 106.6313 W
SRR15239125	35.0967 N 106.6313 W
SRR15239126	35.0967 N 106.6313 W
SRR15239127	35.0967 N 106.6313 W
SRR15238798	35.0967 N 106.6313 W
SRR15238799	35.0967 N 106.6313 W
SRR15238800	35.0967 N 106.6313 W
SRR15238801	35.0967 N 106.6313 W
SRR15238802	35.0967 N 106.6313 W
SRR15238803	35.0967 N 106.6313 W
SRR15238804	35.0967 N 106.6313 W
SRR15238805	35.0967 N 106.6313 W
SRR15238806	35.0967 N 106.6313 W
SRR15238807	35.0967 N 106.6313 W
SRR15238808	35.0967 N 106.6313 W
SRR15238809	35.0967 N 106.6313 W
SRR15238810	35.0967 N 106.6313 W
SRR15238811	35.0967 N 106.6313 W
SRR15238812	35.0967 N 106.6313 W
SRR15238813	35.0967 N 106.6313 W
SRR15238814	35.0967 N 106.6313 W
SRR15238815	35.0967 N 106.6313 W
SRR15238816	35.0967 N 106.6313 W
SRR15238817	35.0967 N 106.6313 W
SRR15238818	35.0967 N 106.6313 W
SRR15238819	35.0967 N 106.6313 W
SRR15238820	35.0967 N 106.6313 W
SRR15238821	35.0967 N 106.6313 W
SRR15238822	35.0967 N 106.6313 W
SRR15238823	35.0967 N 106.6313 W
SRR15238824	35.0967 N 106.6313 W
SRR15238825	35.0967 N 106.6313 W
SRR15238826	35.0967 N 106.6313 W
SRR15238827	35.0967 N 106.6313 W
SRR15238828	35.0967 N 106.6313 W
SRR15238829	35.0967 N 106.6313 W
SRR15238830	35.0967 N 106.6313 W
SRR15238831	35.0967 N 106.6313 W
SRR15238832	35.0967 N 106.6313 W
SRR15238833	35.0967 N 106.6313 W
SRR15238611	35.0967 N 106.6313 W
SRR15238612	35.0967 N 106.6313 W
SRR15238613	35.0967 N 106.6313 W
SRR15238614	35.0967 N 106.6313 W
SRR15238615	35.0967 N 106.6313 W
SRR15238616	35.0967 N 106.6313 W
SRR15238617	35.0967 N 106.6313 W
SRR15238618	35.0967 N 106.6313 W
SRR15238619	35.0967 N 106.6313 W
SRR15238620	35.0967 N 106.6313 W
SRR15238621	35.0967 N 106.6313 W
SRR15238622	35.0967 N 106.6313 W
SRR15238623	35.0967 N 106.6313 W
SRR15238624	35.0967 N 106.6313 W
SRR15238625	35.0967 N 106.6313 W
SRR15238626	35.0967 N 106.6313 W
SRR15238627	35.0967 N 106.6313 W
SRR15238628	35.0967 N 106.6313 W
SRR15238629	35.0967 N 106.6313 W
SRR15238630	35.0967 N 106.6313 W
SRR15238631	35.0967 N 106.6313 W
SRR15238632	35.0967 N 106.6313 W
SRR15238633	35.0967 N 106.6313 W
SRR15238634	35.0967 N 106.6313 W
SRR15238635	35.0967 N 106.6313 W
SRR15238636	35.0967 N 106.6313 W
SRR15238637	35.0967 N 106.6313 W
SRR15238638	35.0967 N 106.6313 W
SRR15238639	35.0967 N 106.6313 W
SRR15238640	35.0967 N 106.6313 W
SRR15238641	35.0967 N 106.6313 W
SRR15238642	35.0967 N 106.6313 W
SRR15238643	35.0967 N 106.6313 W
SRR15238644	35.0967 N 106.6313 W
SRR15238645	35.0967 N 106.6313 W
SRR15238646	35.0967 N 106.6313 W
SRR15238647	35.0967 N 106.6313 W
SRR15238648	35.0967 N 106.6313 W
SRR15238649	35.0967 N 106.6313 W
SRR15238650	35.0967 N 106.6313 W
SRR15238651	35.0967 N 106.6313 W
SRR15238652	35.0967 N 106.6313 W
SRR15238653	35.0967 N 106.6313 W
SRR15238654	35.0967 N 106.6313 W
SRR15238655	35.0967 N 106.6313 W
SRR15238656	35.0967 N 106.6313 W
SRR15238657	35.0967 N 106.6313 W
SRR15222642	N/A
SRR15222643	N/A
SRR15222644	N/A
SRR15222645	N/A
SRR15222646	N/A
SRR15222647	N/A
SRR15222648	N/A
SRR15222649	N/A
SRR15222650	N/A
SRR15222651	N/A
SRR15222652	N/A
SRR15222653	N/A
SRR15222654	N/A
SRR15222655	N/A
SRR15222656	N/A
SRR15222657	N/A
SRR15222658	N/A
SRR15222659	N/A
SRR15222661	N/A
SRR15222662	N/A
SRR15222663	N/A
SRR15222664	N/A
SRR15222665	N/A
SRR15222666	N/A
SRR15222667	N/A
SRR15222668	N/A
SRR15222669	N/A
SRR15222670	N/A
SRR15222671	N/A
SRR15222672	N/A
SRR15222673	N/A
SRR15222674	N/A
SRR15222675	N/A
SRR15222676	N/A
SRR15222677	N/A
SRR15222678	N/A
SRR15222679	N/A
SRR15222680	N/A
SRR15222681	N/A
SRR15222682	N/A
SRR15222683	N/A
SRR15222684	N/A
SRR15222685	N/A
SRR15222686	N/A
SRR15222687	N/A
SRR15222688	N/A
SRR15222689	N/A
SRR15222690	N/A
SRR15222691	N/A
SRR15222692	N/A
SRR15222693	N/A
SRR15222694	N/A
SRR15222695	N/A
SRR15222696	N/A
SRR15222697	N/A
SRR15222698	N/A
SRR15222699	N/A
SRR15222700	N/A
SRR15222701	N/A
SRR15222702	N/A
SRR15222703	N/A
SRR15222704	N/A
SRR15222705	N/A
SRR15222706	N/A
SRR15222707	N/A
SRR15222708	N/A
SRR15222709	N/A
SRR15222710	N/A
SRR15222711	N/A
SRR15222712	N/A
SRR15222713	N/A
SRR15222714	N/A
SRR15222715	N/A
SRR15222716	N/A
SRR15222717	N/A
SRR15222718	N/A
SRR15222719	N/A
SRR15222720	N/A
SRR15222721	N/A
SRR15222722	N/A
SRR15222723	N/A
SRR15222724	N/A
SRR15222725	N/A
SRR15222726	N/A
SRR15222727	N/A
SRR15222728	N/A
SRR15222729	N/A
SRR15222730	N/A
SRR15222731	N/A
SRR15222732	N/A
SRR15222733	N/A
SRR15209081	35.0967 N 106.6313 W
SRR15209082	35.0967 N 106.6313 W
SRR15209083	35.0967 N 106.6313 W
SRR15209084	35.0967 N 106.6313 W
SRR15209085	35.0967 N 106.6313 W
SRR15209086	35.0967 N 106.6313 W
SRR15209087	35.0967 N 106.6313 W
SRR15209088	35.0967 N 106.6313 W
SRR15209089	35.0967 N 106.6313 W
SRR15209090	35.0967 N 106.6313 W
SRR15209091	35.0967 N 106.6313 W
SRR15209092	35.0967 N 106.6313 W
SRR15209093	35.0967 N 106.6313 W
SRR15209094	35.0967 N 106.6313 W
SRR15209095	35.0967 N 106.6313 W
SRR15209096	35.0967 N 106.6313 W
SRR15209097	35.0967 N 106.6313 W
SRR15209098	35.0967 N 106.6313 W
SRR15209099	35.0967 N 106.6313 W
SRR15209100	35.0967 N 106.6313 W
SRR15209101	35.0967 N 106.6313 W
SRR15209102	35.0967 N 106.6313 W
SRR15209103	35.0967 N 106.6313 W
SRR15209104	35.0967 N 106.6313 W
SRR15209105	35.0967 N 106.6313 W
SRR15209106	35.0967 N 106.6313 W
SRR15209107	35.0967 N 106.6313 W
SRR15209108	35.0967 N 106.6313 W
SRR15209109	35.0967 N 106.6313 W
SRR15209110	35.0967 N 106.6313 W
SRR15209111	35.0967 N 106.6313 W
SRR15209112	35.0967 N 106.6313 W
SRR15209113	35.0967 N 106.6313 W
SRR15209114	35.0967 N 106.6313 W
SRR15209115	35.0967 N 106.6313 W
SRR15209116	35.0967 N 106.6313 W
SRR15209117	35.0967 N 106.6313 W
SRR15209118	35.0967 N 106.6313 W
SRR15209119	35.0967 N 106.6313 W
SRR15209120	35.0967 N 106.6313 W
SRR15209121	35.0967 N 106.6313 W
SRR15209122	35.0967 N 106.6313 W
SRR15209123	35.0967 N 106.6313 W
SRR15209124	35.0967 N 106.6313 W
SRR15139305	35.0967 N 106.6313 W
SRR15139306	35.0967 N 106.6313 W
SRR15139307	35.0967 N 106.6313 W
SRR15139308	35.0967 N 106.6313 W
SRR15139309	35.0967 N 106.6313 W
SRR15139310	35.0967 N 106.6313 W
SRR15139311	35.0967 N 106.6313 W
SRR15139312	35.0967 N 106.6313 W
SRR15139313	35.0967 N 106.6313 W
SRR15139314	35.0967 N 106.6313 W
SRR15139315	35.0967 N 106.6313 W
SRR15139316	35.0967 N 106.6313 W
SRR15139317	35.0967 N 106.6313 W
SRR15139318	35.0967 N 106.6313 W
SRR15139319	35.0967 N 106.6313 W
SRR15139320	35.0967 N 106.6313 W
SRR15139321	35.0967 N 106.6313 W
SRR15139322	35.0967 N 106.6313 W
SRR15139323	35.0967 N 106.6313 W
SRR15139324	35.0967 N 106.6313 W
SRR15139325	35.0967 N 106.6313 W
SRR15139326	35.0967 N 106.6313 W
SRR15139327	35.0967 N 106.6313 W
SRR15139328	35.0967 N 106.6313 W
SRR15139329	35.0967 N 106.6313 W
SRR15139330	35.0967 N 106.6313 W
SRR15139331	35.0967 N 106.6313 W
SRR15139332	35.0967 N 106.6313 W
SRR15139333	35.0967 N 106.6313 W
SRR15139334	35.0967 N 106.6313 W
SRR15139335	35.0967 N 106.6313 W
SRR15139336	35.0967 N 106.6313 W
SRR15139337	35.0967 N 106.6313 W
SRR15139338	35.0967 N 106.6313 W
SRR15139339	35.0967 N 106.6313 W
SRR15139340	35.0967 N 106.6313 W
SRR15139341	35.0967 N 106.6313 W
SRR15139342	35.0967 N 106.6313 W
SRR15139343	35.0967 N 106.6313 W
SRR15139344	35.0967 N 106.6313 W
SRR15139345	35.0967 N 106.6313 W
SRR15139346	35.0967 N 106.6313 W
SRR15139347	35.0967 N 106.6313 W
SRR15139348	35.0967 N 106.6313 W
SRR15139349	35.0967 N 106.6313 W
SRR15139350	35.0967 N 106.6313 W
SRR15139351	35.0967 N 106.6313 W
SRR15096407	35.0967 N 106.6313 W
SRR15096408	35.0967 N 106.6313 W
SRR15096409	35.0967 N 106.6313 W
SRR15096410	35.0967 N 106.6313 W
SRR15096411	35.0967 N 106.6313 W
SRR15096412	35.0967 N 106.6313 W
SRR15096413	35.0967 N 106.6313 W
SRR15096414	35.0967 N 106.6313 W
SRR15096415	35.0967 N 106.6313 W
SRR15096416	35.0967 N 106.6313 W
SRR15096417	35.0967 N 106.6313 W
SRR15096418	35.0967 N 106.6313 W
SRR15096419	35.0967 N 106.6313 W
SRR15096420	35.0967 N 106.6313 W
SRR15096421	35.0967 N 106.6313 W
SRR15096422	35.0967 N 106.6313 W
SRR15096423	35.0967 N 106.6313 W
SRR15096424	35.0967 N 106.6313 W
SRR15096425	35.0967 N 106.6313 W
SRR15096426	35.0967 N 106.6313 W
SRR15096427	35.0967 N 106.6313 W
SRR15096428	35.0967 N 106.6313 W
SRR15096429	35.0967 N 106.6313 W
SRR15096430	35.0967 N 106.6313 W
SRR15096431	35.0967 N 106.6313 W
SRR15096432	35.0967 N 106.6313 W
SRR15096433	35.0967 N 106.6313 W
SRR15096434	35.0967 N 106.6313 W
SRR15096435	35.0967 N 106.6313 W
SRR15096436	35.0967 N 106.6313 W
SRR15096437	35.0967 N 106.6313 W
SRR15096438	35.0967 N 106.6313 W
SRR15096439	35.0967 N 106.6313 W
SRR15096440	35.0967 N 106.6313 W
SRR15096441	35.0967 N 106.6313 W
SRR15096442	35.0967 N 106.6313 W
SRR15096443	35.0967 N 106.6313 W
SRR15096444	35.0967 N 106.6313 W
SRR15096445	35.0967 N 106.6313 W
SRR15096446	35.0967 N 106.6313 W
SRR15096447	35.0967 N 106.6313 W
SRR15096448	35.0967 N 106.6313 W
SRR15096449	35.0967 N 106.6313 W
SRR15096450	35.0967 N 106.6313 W
SRR15096451	35.0967 N 106.6313 W
SRR15096452	35.0967 N 106.6313 W
SRR15096453	35.0967 N 106.6313 W
SRR15096454	35.0967 N 106.6313 W
SRR15096455	35.0967 N 106.6313 W
SRR15096456	35.0967 N 106.6313 W
SRR15096457	35.0967 N 106.6313 W
SRR15096458	35.0967 N 106.6313 W
SRR15096459	35.0967 N 106.6313 W
SRR15096460	35.0967 N 106.6313 W
SRR15096461	35.0967 N 106.6313 W
SRR15096462	35.0967 N 106.6313 W
SRR15096463	35.0967 N 106.6313 W
SRR15096464	35.0967 N 106.6313 W
SRR15096465	35.0967 N 106.6313 W
SRR15096466	35.0967 N 106.6313 W
SRR15096467	35.0967 N 106.6313 W
SRR15096468	35.0967 N 106.6313 W
SRR15096469	35.0967 N 106.6313 W
SRR15096470	35.0967 N 106.6313 W
SRR15096471	35.0967 N 106.6313 W
SRR15096472	35.0967 N 106.6313 W
SRR15096473	35.0967 N 106.6313 W
SRR15096474	35.0967 N 106.6313 W
SRR15096475	35.0967 N 106.6313 W
SRR15096476	35.0967 N 106.6313 W
SRR15096477	35.0967 N 106.6313 W
SRR15096478	35.0967 N 106.6313 W
SRR15096479	35.0967 N 106.6313 W
SRR15096480	35.0967 N 106.6313 W
SRR15096481	35.0967 N 106.6313 W
SRR15096482	35.0967 N 106.6313 W
SRR15096483	35.0967 N 106.6313 W
SRR15096484	35.0967 N 106.6313 W
SRR15096485	35.0967 N 106.6313 W
SRR15096486	35.0967 N 106.6313 W
SRR15096487	35.0967 N 106.6313 W
SRR15096488	35.0967 N 106.6313 W
SRR15096489	35.0967 N 106.6313 W
SRR15096490	35.0967 N 106.6313 W
SRR15096491	35.0967 N 106.6313 W
SRR15096492	35.0967 N 106.6313 W
SRR15096493	35.0967 N 106.6313 W
SRR15096494	35.0967 N 106.6313 W
SRR15096495	35.0967 N 106.6313 W
SRR15096496	35.0967 N 106.6313 W
SRR15076497	35.0967 N 106.6313 W
SRR15076498	35.0967 N 106.6313 W
SRR15076499	35.0967 N 106.6313 W
SRR15076500	35.0967 N 106.6313 W
SRR15076501	35.0967 N 106.6313 W
SRR15076502	35.0967 N 106.6313 W
SRR15076503	35.0967 N 106.6313 W
SRR15076504	35.0967 N 106.6313 W
SRR15076505	35.0967 N 106.6313 W
SRR15076506	35.0967 N 106.6313 W
SRR15076507	35.0967 N 106.6313 W
SRR15076508	35.0967 N 106.6313 W
SRR15076509	35.0967 N 106.6313 W
SRR15076510	35.0967 N 106.6313 W
SRR15076511	35.0967 N 106.6313 W
SRR15076512	35.0967 N 106.6313 W
SRR15076513	35.0967 N 106.6313 W
SRR15076514	35.0967 N 106.6313 W
SRR15076515	35.0967 N 106.6313 W
SRR15076516	35.0967 N 106.6313 W
SRR15076517	35.0967 N 106.6313 W
SRR15076518	35.0967 N 106.6313 W
SRR15076519	35.0967 N 106.6313 W
SRR15076520	35.0967 N 106.6313 W
SRR15076521	35.0967 N 106.6313 W
SRR15076522	35.0967 N 106.6313 W
SRR15076523	35.0967 N 106.6313 W
SRR15076524	35.0967 N 106.6313 W
SRR15076525	35.0967 N 106.6313 W
SRR15076526	35.0967 N 106.6313 W
SRR15076527	35.0967 N 106.6313 W
SRR15076528	35.0967 N 106.6313 W
SRR15076529	35.0967 N 106.6313 W
SRR15076530	35.0967 N 106.6313 W
SRR15076531	35.0967 N 106.6313 W
SRR15076532	35.0967 N 106.6313 W
SRR15076533	35.0967 N 106.6313 W
SRR15076534	35.0967 N 106.6313 W
SRR15076535	35.0967 N 106.6313 W
SRR15070114	35.0967 N 106.6313 W
SRR15070115	35.0967 N 106.6313 W
SRR15070116	35.0967 N 106.6313 W
SRR15070117	35.0967 N 106.6313 W
SRR15070118	35.0967 N 106.6313 W
SRR15070119	35.0967 N 106.6313 W
SRR15070120	35.0967 N 106.6313 W
SRR15070121	35.0967 N 106.6313 W
SRR15070122	35.0967 N 106.6313 W
SRR15070123	35.0967 N 106.6313 W
SRR15070124	35.0967 N 106.6313 W
SRR15070125	35.0967 N 106.6313 W
SRR15070126	35.0967 N 106.6313 W
SRR15070127	35.0967 N 106.6313 W
SRR15070128	35.0967 N 106.6313 W
SRR15070129	35.0967 N 106.6313 W
SRR15070130	35.0967 N 106.6313 W
SRR15070131	35.0967 N 106.6313 W
SRR15070132	35.0967 N 106.6313 W
SRR15070133	35.0967 N 106.6313 W
SRR15070134	35.0967 N 106.6313 W
SRR15070135	35.0967 N 106.6313 W
SRR15070136	35.0967 N 106.6313 W
SRR15070137	35.0967 N 106.6313 W
SRR15070138	35.0967 N 106.6313 W
SRR15070139	35.0967 N 106.6313 W
SRR15070140	35.0967 N 106.6313 W
SRR15070141	35.0967 N 106.6313 W
SRR15070142	35.0967 N 106.6313 W
SRR15070143	35.0967 N 106.6313 W
SRR15070144	35.0967 N 106.6313 W
SRR15070145	35.0967 N 106.6313 W
SRR15070146	35.0967 N 106.6313 W
SRR15070147	35.0967 N 106.6313 W
SRR15070148	35.0967 N 106.6313 W
SRR15070149	35.0967 N 106.6313 W
SRR15070150	35.0967 N 106.6313 W
SRR15070151	35.0967 N 106.6313 W
SRR15070152	35.0967 N 106.6313 W
SRR15070153	35.0967 N 106.6313 W
SRR15070154	35.0967 N 106.6313 W
SRR15070155	35.0967 N 106.6313 W
SRR15066645	42.3601 N 71.0589 W
SRR15066646	42.3601 N 71.0589 W
SRR15066647	42.3601 N 71.0589 W
SRR15066648	42.3601 N 71.0589 W
SRR15066649	42.3601 N 71.0589 W
SRR15066650	42.3601 N 71.0589 W
SRR15066651	42.3601 N 71.0589 W
SRR15066652	42.3601 N 71.0589 W
SRR15066653	42.3601 N 71.0589 W
SRR15066654	42.3601 N 71.0589 W
SRR15066655	42.3601 N 71.0589 W
SRR15066656	42.3601 N 71.0589 W
SRR15066657	42.3601 N 71.0589 W
SRR15066658	42.3601 N 71.0589 W
SRR15066659	42.3601 N 71.0589 W
SRR15066660	42.3601 N 71.0589 W
SRR15066661	42.3601 N 71.0589 W
SRR15066662	42.3601 N 71.0589 W
SRR15049838	43.0731 N 89.4012 W
SRR15049839	43.0731 N 89.4012 W
SRR15049840	43.0731 N 89.4012 W
SRR15049841	43.0731 N 89.4012 W
SRR15049842	43.0731 N 89.4012 W
SRR15049843	43.0731 N 89.4012 W
SRR15049844	43.0731 N 89.4012 W
SRR15049845	43.0731 N 89.4012 W
SRR15049846	43.0731 N 89.4012 W
SRR15049847	43.0731 N 89.4012 W
SRR15049848	43.0731 N 89.4012 W
SRR15049849	43.0731 N 89.4012 W
SRR15049850	43.0731 N 89.4012 W
SRR15049851	43.0731 N 89.4012 W
SRR15049852	43.0731 N 89.4012 W
SRR15049853	43.0731 N 89.4012 W
SRR15049854	43.0731 N 89.4012 W
SRR15035649	35.0967 N 106.6313 W
SRR15035650	35.0967 N 106.6313 W
SRR15035651	35.0967 N 106.6313 W
SRR15035652	35.0967 N 106.6313 W
SRR15035653	35.0967 N 106.6313 W
SRR15035654	35.0967 N 106.6313 W
SRR15035655	35.0967 N 106.6313 W
SRR15035656	35.0967 N 106.6313 W
SRR15035657	35.0967 N 106.6313 W
SRR15035658	35.0967 N 106.6313 W
SRR15035659	35.0967 N 106.6313 W
SRR15035660	35.0967 N 106.6313 W
SRR15035661	35.0967 N 106.6313 W
SRR15035662	35.0967 N 106.6313 W
SRR15035663	35.0967 N 106.6313 W
SRR15035664	35.0967 N 106.6313 W
SRR15035665	35.0967 N 106.6313 W
SRR15035666	35.0967 N 106.6313 W
SRR15035667	35.0967 N 106.6313 W
SRR15035668	35.0967 N 106.6313 W
SRR15035669	35.0967 N 106.6313 W
SRR15035670	35.0967 N 106.6313 W
SRR15035671	35.0967 N 106.6313 W
SRR15035672	35.0967 N 106.6313 W
SRR15035673	35.0967 N 106.6313 W
SRR15035674	35.0967 N 106.6313 W
SRR15035675	35.0967 N 106.6313 W
SRR15035676	35.0967 N 106.6313 W
SRR15035677	35.0967 N 106.6313 W
SRR15035678	35.0967 N 106.6313 W
SRR15035679	35.0967 N 106.6313 W
SRR15035680	35.0967 N 106.6313 W
SRR15035681	35.0967 N 106.6313 W
SRR15035682	35.0967 N 106.6313 W
SRR15035683	35.0967 N 106.6313 W
SRR15035684	35.0967 N 106.6313 W
SRR15035685	35.0967 N 106.6313 W
SRR15035686	35.0967 N 106.6313 W
SRR15035687	35.0967 N 106.6313 W
SRR15035688	35.0967 N 106.6313 W
SRR15035689	35.0967 N 106.6313 W
SRR15035690	35.0967 N 106.6313 W
SRR15035691	35.0967 N 106.6313 W
SRR15035692	35.0967 N 106.6313 W
SRR15035693	35.0967 N 106.6313 W
SRR15032011	43.0731 N 89.4012 W
SRR15032012	43.0731 N 89.4012 W
SRR15032013	43.0731 N 89.4012 W
SRR15032014	43.0731 N 89.4012 W
SRR15032015	43.0731 N 89.4012 W
SRR15032016	43.0731 N 89.4012 W
SRR15032017	43.0731 N 89.4012 W
SRR15032018	43.0731 N 89.4012 W
SRR15032019	43.0731 N 89.4012 W
SRR15032020	43.0731 N 89.4012 W
SRR15032021	43.0731 N 89.4012 W
SRR15032022	43.0731 N 89.4012 W
SRR15032023	43.0731 N 89.4012 W
SRR15032024	43.0731 N 89.4012 W
SRR14996022	N/A
SRR14996023	N/A
SRR14996024	N/A
SRR14996025	N/A
SRR14996026	N/A
SRR14996027	N/A
SRR14996028	N/A
SRR14996029	N/A
SRR14996030	N/A
SRR14996031	N/A
SRR14996032	N/A
SRR14996033	N/A
SRR14996034	N/A
SRR14996035	N/A
SRR14996036	N/A
SRR14996037	N/A
SRR14996038	N/A
SRR14996039	N/A
SRR14996040	N/A
SRR14996042	N/A
SRR14996043	N/A
SRR14996044	N/A
SRR14996047	N/A
SRR14996049	N/A
SRR14996050	N/A
SRR14996051	N/A
SRR14996052	N/A
SRR14996053	N/A
SRR14996054	N/A
SRR14996055	N/A
SRR14996056	N/A
SRR14996057	N/A
SRR14996058	N/A
SRR14996059	N/A
SRR14996060	N/A
SRR14996061	N/A
SRR14996062	N/A
SRR14996063	N/A
SRR14996064	N/A
SRR14996065	N/A
SRR14996066	N/A
SRR14996067	N/A
SRR14996068	N/A
SRR14996069	N/A
SRR14996070	N/A
SRR14996071	N/A
SRR14996073	N/A
