ACC	LAT_LON
SRR13614834	40.6741 N 111.9580 W
SRR13614835	40.6741 N 111.9580 W
SRR13614836	40.6741 N 111.9580 W
SRR13614837	40.6741 N 111.9580 W
SRR13614838	40.6741 N 111.9580 W
SRR13614839	40.6741 N 111.9580 W
SRR13614840	40.6741 N 111.9580 W
SRR13614841	40.6741 N 111.9580 W
SRR13614842	40.6741 N 111.9580 W
SRR13614843	40.6741 N 111.9580 W
SRR13614844	40.6741 N 111.9580 W
SRR13614845	40.6741 N 111.9580 W
SRR13614846	40.6741 N 111.9580 W
SRR13614847	40.6741 N 111.9580 W
SRR13614848	40.6741 N 111.9580 W
SRR13614849	40.6741 N 111.9580 W
SRR13614850	40.6741 N 111.9580 W
SRR13614851	40.6741 N 111.9580 W
SRR13614852	40.6741 N 111.9580 W
SRR13614853	40.6741 N 111.9580 W
SRR13614854	40.6741 N 111.9580 W
SRR13614855	40.6741 N 111.9580 W
SRR13614856	40.6741 N 111.9580 W
SRR13614857	40.6741 N 111.9580 W
SRR13614858	40.6741 N 111.9580 W
SRR13614859	40.6741 N 111.9580 W
SRR13614860	40.6741 N 111.9580 W
SRR13614861	40.6741 N 111.9580 W
SRR13614862	40.6741 N 111.9580 W
SRR13614863	40.6741 N 111.9580 W
SRR13614864	40.6741 N 111.9580 W
SRR13614865	40.6741 N 111.9580 W
SRR13614866	40.6741 N 111.9580 W
SRR13594986	25.2854 N 51.5310 E
SRR13594987	25.2854 N 51.5310 E
SRR13594988	25.2854 N 51.5310 E
SRR13594989	25.2854 N 51.5310 E
SRR13594990	25.2854 N 51.5310 E
SRR13594991	25.2854 N 51.5310 E
SRR13594992	25.2854 N 51.5310 E
SRR13594993	25.2854 N 51.5310 E
SRR13594994	25.2854 N 51.5310 E
SRR13594995	25.2854 N 51.5310 E
SRR13594996	25.2854 N 51.5310 E
SRR13594997	25.2854 N 51.5310 E
SRR13594998	25.2854 N 51.5310 E
SRR13594999	25.2854 N 51.5310 E
SRR13595000	25.2854 N 51.5310 E
SRR13595001	25.2854 N 51.5310 E
SRR13595002	25.2854 N 51.5310 E
SRR13595003	25.2854 N 51.5310 E
SRR13595004	25.2854 N 51.5310 E
SRR13595006	25.2854 N 51.5310 E
SRR13595007	25.2854 N 51.5310 E
SRR13595008	25.2854 N 51.5310 E
SRR13595010	25.2854 N 51.5310 E
SRR13595011	25.2854 N 51.5310 E
SRR13595012	25.2854 N 51.5310 E
SRR13595014	25.2854 N 51.5310 E
SRR13595016	25.2854 N 51.5310 E
SRR13595017	25.2854 N 51.5310 E
SRR13595018	25.2854 N 51.5310 E
SRR13595019	25.2854 N 51.5310 E
SRR13595020	25.2854 N 51.5310 E
SRR13595021	25.2854 N 51.5310 E
SRR13595022	25.2854 N 51.5310 E
SRR13595023	25.2854 N 51.5310 E
SRR13595024	25.2854 N 51.5310 E
SRR13595025	25.2854 N 51.5310 E
SRR13595026	25.2854 N 51.5310 E
SRR13595027	25.2854 N 51.5310 E
SRR13595028	25.2854 N 51.5310 E
SRR13595029	25.2854 N 51.5310 E
SRR13595030	25.2854 N 51.5310 E
SRR13595031	25.2854 N 51.5310 E
SRR13592146	35.0967 N 106.6313 W
SRR13592147	35.0967 N 106.6313 W
SRR13592148	35.0967 N 106.6313 W
SRR13592149	35.0967 N 106.6313 W
SRR13592150	35.0967 N 106.6313 W
SRR13592151	35.0967 N 106.6313 W
SRR13592152	35.0967 N 106.6313 W
SRR13592153	35.0967 N 106.6313 W
SRR13592154	35.0967 N 106.6313 W
SRR13592155	35.0967 N 106.6313 W
SRR13592156	35.0967 N 106.6313 W
SRR13592157	35.0967 N 106.6313 W
SRR13592158	35.0967 N 106.6313 W
SRR13592159	35.0967 N 106.6313 W
SRR13592160	35.0967 N 106.6313 W
SRR13592161	35.0967 N 106.6313 W
SRR13592162	35.0967 N 106.6313 W
SRR13592163	35.0967 N 106.6313 W
SRR13592164	35.0967 N 106.6313 W
SRR13592165	35.0967 N 106.6313 W
SRR13592166	35.0967 N 106.6313 W
SRR13592167	35.0967 N 106.6313 W
SRR13592168	35.0967 N 106.6313 W
SRR13592169	35.0967 N 106.6313 W
SRR13592170	35.0967 N 106.6313 W
SRR13592171	35.0967 N 106.6313 W
SRR13592172	35.0967 N 106.6313 W
SRR13592173	35.0967 N 106.6313 W
SRR13592174	35.0967 N 106.6313 W
SRR13592175	35.0967 N 106.6313 W
SRR13592176	35.0967 N 106.6313 W
SRR13592177	35.0967 N 106.6313 W
SRR13592178	35.0967 N 106.6313 W
SRR13592179	35.0967 N 106.6313 W
SRR13592180	35.0967 N 106.6313 W
SRR13592181	35.0967 N 106.6313 W
SRR13592182	35.0967 N 106.6313 W
SRR13592183	35.0967 N 106.6313 W
SRR13592088	35.0967 N 106.6313 W
SRR13592089	35.0967 N 106.6313 W
SRR13592090	35.0967 N 106.6313 W
SRR13592091	35.0967 N 106.6313 W
SRR13592092	35.0967 N 106.6313 W
SRR13592093	35.0967 N 106.6313 W
SRR13592094	35.0967 N 106.6313 W
SRR13592095	35.0967 N 106.6313 W
SRR13592096	35.0967 N 106.6313 W
SRR13592097	35.0967 N 106.6313 W
SRR13592098	35.0967 N 106.6313 W
SRR13592099	35.0967 N 106.6313 W
SRR13592100	35.0967 N 106.6313 W
SRR13592101	35.0967 N 106.6313 W
SRR13592102	35.0967 N 106.6313 W
SRR13592103	35.0967 N 106.6313 W
SRR13592104	35.0967 N 106.6313 W
SRR13592105	35.0967 N 106.6313 W
SRR13592106	35.0967 N 106.6313 W
SRR13592107	35.0967 N 106.6313 W
SRR13592108	35.0967 N 106.6313 W
SRR13592109	35.0967 N 106.6313 W
SRR13592110	35.0967 N 106.6313 W
SRR13592111	35.0967 N 106.6313 W
SRR13592112	35.0967 N 106.6313 W
SRR13592113	35.0967 N 106.6313 W
SRR13592114	35.0967 N 106.6313 W
SRR13592115	35.0967 N 106.6313 W
SRR13592116	35.0967 N 106.6313 W
SRR13592117	35.0967 N 106.6313 W
SRR13592118	35.0967 N 106.6313 W
SRR13592119	35.0967 N 106.6313 W
SRR13592120	35.0967 N 106.6313 W
SRR13592121	35.0967 N 106.6313 W
SRR13592122	35.0967 N 106.6313 W
SRR13592123	35.0967 N 106.6313 W
SRR13592124	35.0967 N 106.6313 W
SRR13592125	35.0967 N 106.6313 W
SRR13592126	35.0967 N 106.6313 W
SRR13592127	35.0967 N 106.6313 W
SRR13592128	35.0967 N 106.6313 W
SRR13592129	35.0967 N 106.6313 W
SRR13592130	35.0967 N 106.6313 W
SRR13592131	35.0967 N 106.6313 W
SRR13592132	35.0967 N 106.6313 W
SRR13592133	35.0967 N 106.6313 W
SRR13592134	35.0967 N 106.6313 W
SRR13570771	N/A
SRR13570772	N/A
SRR13570773	N/A
SRR13570774	N/A
SRR13570775	N/A
SRR13570776	N/A
SRR13570777	N/A
SRR13570778	N/A
SRR13570779	N/A
SRR13570780	N/A
SRR13570781	N/A
SRR13570782	N/A
SRR13570783	N/A
SRR13570784	N/A
SRR13570785	N/A
SRR13570786	N/A
SRR13570787	N/A
SRR13570788	N/A
SRR13570789	N/A
SRR13570790	N/A
SRR13570791	N/A
SRR13570792	N/A
SRR13570793	N/A
SRR13570794	N/A
SRR13570795	N/A
SRR13570796	N/A
SRR13570797	N/A
SRR13570798	N/A
SRR13570799	N/A
SRR13563354	NA
SRR13563355	NA
SRR13563356	NA
SRR13563357	NA
SRR13563358	NA
SRR13563359	NA
SRR13563360	NA
SRR13563361	NA
SRR13563362	NA
SRR13563363	NA
SRR13563364	NA
SRR13563365	NA
SRR13563366	NA
SRR13563367	NA
SRR13563368	NA
SRR13563369	NA
SRR13563370	NA
SRR13563371	NA
SRR13530029	35.8400 N 50.9391 E
SRR13530030	35.8400 N 50.9391 E
SRR13530031	35.8400 N 50.9391 E
SRR13528987	Not Provided
SRR13529305	Not Provided
SRR13529306	Not Provided
SRR13529307	Not Provided
SRR13529308	Not Provided
SRR13529309	Not Provided
SRR13529310	Not Provided
SRR13529311	Not Provided
SRR13529312	Not Provided
SRR13529313	Not Provided
SRR13529314	Not Provided
SRR13529315	Not Provided
SRR13529316	Not Provided
SRR13529317	Not Provided
SRR13529318	Not Provided
SRR13529319	Not Provided
SRR13529320	Not Provided
SRR13529321	Not Provided
SRR13529322	Not Provided
SRR13529323	Not Provided
SRR13529324	Not Provided
SRR13529325	Not Provided
SRR13529326	Not Provided
SRR13529327	Not Provided
SRR13529328	Not Provided
SRR13529329	Not Provided
SRR13529330	Not Provided
SRR13529331	Not Provided
SRR13529332	Not Provided
SRR13529333	Not Provided
SRR13529334	Not Provided
SRR13529335	Not Provided
SRR13529336	Not Provided
SRR13529337	Not Provided
SRR13529338	Not Provided
SRR13529339	Not Provided
SRR13529340	Not Provided
SRR13529341	Not Provided
SRR13529342	Not Provided
SRR13529343	Not Provided
SRR13529344	Not Provided
SRR13529345	Not Provided
SRR13529346	Not Provided
SRR13529347	Not Provided
SRR13529348	Not Provided
SRR13529349	Not Provided
SRR13529350	Not Provided
SRR13529351	Not Provided
SRR13529352	Not Provided
SRR13529353	Not Provided
SRR13529354	Not Provided
SRR13529355	Not Provided
SRR13529356	Not Provided
SRR13529357	Not Provided
SRR13529358	Not Provided
SRR13529359	Not Provided
SRR13529360	Not Provided
SRR13529362	Not Provided
SRR13529363	Not Provided
SRR13529364	Not Provided
SRR13529365	Not Provided
SRR13529366	Not Provided
SRR13529367	Not Provided
SRR13529368	Not Provided
SRR13529369	Not Provided
SRR13529370	Not Provided
SRR13529371	Not Provided
SRR13529372	Not Provided
SRR13529373	Not Provided
SRR13529374	Not Provided
SRR13529375	Not Provided
SRR13529376	Not Provided
SRR13529361	Not Provided
SRR13529377	Not Provided
SRR13529378	Not Provided
SRR13529379	Not Provided
SRR13529380	Not Provided
SRR13529381	Not Provided
SRR13529382	Not Provided
SRR13529383	Not Provided
SRR13529384	Not Provided
SRR13529385	Not Provided
SRR13529386	Not Provided
SRR13529387	Not Provided
SRR13529388	Not Provided
SRR13529389	Not Provided
SRR13529390	Not Provided
SRR13529391	Not Provided
SRR13529392	Not Provided
SRR13529393	Not Provided
SRR13529394	Not Provided
SRR13529395	Not Provided
SRR13529396	Not Provided
SRR13529397	Not Provided
SRR13529398	Not Provided
SRR13529399	Not Provided
SRR13529400	Not Provided
SRR13529401	Not Provided
SRR13529402	Not Provided
SRR13529403	Not Provided
SRR13529404	Not Provided
SRR13529405	Not Provided
SRR13529406	Not Provided
SRR13529407	Not Provided
SRR13529408	Not Provided
SRR13529409	Not Provided
SRR13529410	Not Provided
SRR13529411	Not Provided
SRR13529412	Not Provided
SRR13529413	Not Provided
SRR13529414	Not Provided
SRR13529415	Not Provided
SRR13529416	Not Provided
SRR13529417	Not Provided
SRR13529418	Not Provided
SRR13529419	Not Provided
SRR13529420	Not Provided
SRR13529421	Not Provided
SRR13529422	Not Provided
SRR13529423	Not Provided
SRR13529424	Not Provided
SRR13529425	Not Provided
SRR13529426	Not Provided
SRR13529427	Not Provided
SRR13529428	Not Provided
SRR13529429	Not Provided
SRR13529430	Not Provided
SRR13529431	Not Provided
SRR13529432	Not Provided
SRR13529433	Not Provided
SRR13529434	Not Provided
SRR13529435	Not Provided
SRR13529436	Not Provided
SRR13529437	Not Provided
SRR13529438	Not Provided
SRR13529439	Not Provided
SRR13529440	Not Provided
SRR13529441	Not Provided
SRR13529442	Not Provided
SRR13529443	Not Provided
SRR13529444	Not Provided
SRR13529445	Not Provided
SRR13529446	Not Provided
SRR13529447	Not Provided
SRR13529448	Not Provided
SRR13529449	Not Provided
SRR13529450	Not Provided
SRR13529451	Not Provided
SRR13529452	Not Provided
SRR13529453	Not Provided
SRR13529454	Not Provided
SRR13529455	Not Provided
SRR13529456	Not Provided
SRR13529457	Not Provided
SRR13529458	Not Provided
SRR13529459	Not Provided
SRR13529460	Not Provided
SRR13529461	Not Provided
SRR13529462	Not Provided
SRR13529463	Not Provided
SRR13529464	Not Provided
SRR13529465	Not Provided
SRR13529466	Not Provided
SRR13529467	Not Provided
SRR13529468	Not Provided
SRR13529469	Not Provided
SRR13529470	Not Provided
SRR13529471	Not Provided
SRR13529472	Not Provided
SRR13529473	Not Provided
SRR13529474	Not Provided
SRR13529475	Not Provided
SRR13529476	Not Provided
SRR13529304	Not Provided
SRR13529129	Not Provided
SRR13529130	Not Provided
SRR13529131	Not Provided
SRR13529132	Not Provided
SRR13529133	Not Provided
SRR13529134	Not Provided
SRR13529135	Not Provided
SRR13529136	Not Provided
SRR13529137	Not Provided
SRR13529138	Not Provided
SRR13529139	Not Provided
SRR13529140	Not Provided
SRR13529141	Not Provided
SRR13529142	Not Provided
SRR13529143	Not Provided
SRR13529144	Not Provided
SRR13529145	Not Provided
SRR13529146	Not Provided
SRR13529147	Not Provided
SRR13529148	Not Provided
SRR13529149	Not Provided
SRR13529150	Not Provided
SRR13529151	Not Provided
SRR13529152	Not Provided
SRR13529153	Not Provided
SRR13529154	Not Provided
SRR13529155	Not Provided
SRR13529156	Not Provided
SRR13529157	Not Provided
SRR13529158	Not Provided
SRR13529160	Not Provided
SRR13529161	Not Provided
SRR13529162	Not Provided
SRR13529163	Not Provided
SRR13529164	Not Provided
SRR13529159	Not Provided
SRR13529165	Not Provided
SRR13529166	Not Provided
SRR13529167	Not Provided
SRR13529168	Not Provided
SRR13529169	Not Provided
SRR13529170	Not Provided
SRR13529171	Not Provided
SRR13529172	Not Provided
SRR13529173	Not Provided
SRR13529174	Not Provided
SRR13529175	Not Provided
SRR13529176	Not Provided
SRR13529177	Not Provided
SRR13529178	Not Provided
SRR13529179	Not Provided
SRR13529180	Not Provided
SRR13529181	Not Provided
SRR13529182	Not Provided
SRR13529183	Not Provided
SRR13529184	Not Provided
SRR13529185	Not Provided
SRR13529186	Not Provided
SRR13529187	Not Provided
SRR13529188	Not Provided
SRR13529189	Not Provided
SRR13529190	Not Provided
SRR13529191	Not Provided
SRR13529192	Not Provided
SRR13529193	Not Provided
SRR13529194	Not Provided
SRR13529195	Not Provided
SRR13529196	Not Provided
SRR13529197	Not Provided
SRR13529198	Not Provided
SRR13529199	Not Provided
SRR13529200	Not Provided
SRR13529201	Not Provided
SRR13529202	Not Provided
SRR13529203	Not Provided
SRR13529204	Not Provided
SRR13529205	Not Provided
SRR13529206	Not Provided
SRR13529207	Not Provided
SRR13529208	Not Provided
SRR13529209	Not Provided
SRR13529210	Not Provided
SRR13529211	Not Provided
SRR13529212	Not Provided
SRR13529213	Not Provided
SRR13529214	Not Provided
SRR13529215	Not Provided
SRR13529216	Not Provided
SRR13529217	Not Provided
SRR13529218	Not Provided
SRR13529219	Not Provided
SRR13529220	Not Provided
SRR13529221	Not Provided
SRR13529222	Not Provided
SRR13529223	Not Provided
SRR13529224	Not Provided
SRR13529225	Not Provided
SRR13529226	Not Provided
SRR13529227	Not Provided
SRR13529228	Not Provided
SRR13529229	Not Provided
SRR13529230	Not Provided
SRR13529231	Not Provided
SRR13529233	Not Provided
SRR13529234	Not Provided
SRR13529235	Not Provided
SRR13529236	Not Provided
SRR13529237	Not Provided
SRR13529232	Not Provided
SRR13529238	Not Provided
SRR13529239	Not Provided
SRR13529240	Not Provided
SRR13529242	Not Provided
SRR13529243	Not Provided
SRR13529244	Not Provided
SRR13529245	Not Provided
SRR13529246	Not Provided
SRR13529241	Not Provided
SRR13529247	Not Provided
SRR13529248	Not Provided
SRR13529249	Not Provided
SRR13529251	Not Provided
SRR13529252	Not Provided
SRR13529253	Not Provided
SRR13529254	Not Provided
SRR13529255	Not Provided
SRR13529256	Not Provided
SRR13529257	Not Provided
SRR13529258	Not Provided
SRR13529259	Not Provided
SRR13529260	Not Provided
SRR13529261	Not Provided
SRR13529262	Not Provided
SRR13529263	Not Provided
SRR13529264	Not Provided
SRR13529265	Not Provided
SRR13529266	Not Provided
SRR13529267	Not Provided
SRR13529268	Not Provided
SRR13529269	Not Provided
SRR13529250	Not Provided
SRR13529270	Not Provided
SRR13529271	Not Provided
SRR13529272	Not Provided
SRR13529273	Not Provided
SRR13529274	Not Provided
SRR13529275	Not Provided
SRR13529276	Not Provided
SRR13529277	Not Provided
SRR13529278	Not Provided
SRR13529279	Not Provided
SRR13529280	Not Provided
SRR13529281	Not Provided
SRR13529282	Not Provided
SRR13529283	Not Provided
SRR13529284	Not Provided
SRR13529285	Not Provided
SRR13529286	Not Provided
SRR13529287	Not Provided
SRR13529288	Not Provided
SRR13529289	Not Provided
SRR13529290	Not Provided
SRR13529291	Not Provided
SRR13529292	Not Provided
SRR13529293	Not Provided
SRR13529294	Not Provided
SRR13529295	Not Provided
SRR13529296	Not Provided
SRR13529297	Not Provided
SRR13529298	Not Provided
SRR13529299	Not Provided
SRR13529300	Not Provided
SRR13529301	Not Provided
SRR13529302	Not Provided
SRR13529303	Not Provided
SRR13528985	Not Provided
SRR13528986	Not Provided
SRR13528988	Not Provided
SRR13528989	Not Provided
SRR13528990	Not Provided
SRR13528991	Not Provided
SRR13528992	Not Provided
SRR13528993	Not Provided
SRR13528994	Not Provided
SRR13528995	Not Provided
SRR13528996	Not Provided
SRR13528997	Not Provided
SRR13528998	Not Provided
SRR13528999	Not Provided
SRR13529000	Not Provided
SRR13529001	Not Provided
SRR13529002	Not Provided
SRR13529003	Not Provided
SRR13529004	Not Provided
SRR13529005	Not Provided
SRR13529006	Not Provided
SRR13529007	Not Provided
SRR13529008	Not Provided
SRR13529009	Not Provided
SRR13529010	Not Provided
SRR13529011	Not Provided
SRR13529012	Not Provided
SRR13529013	Not Provided
SRR13529014	Not Provided
SRR13529015	Not Provided
SRR13529128	Not Provided
SRR13529016	Not Provided
SRR13529017	Not Provided
SRR13529018	Not Provided
SRR13529019	Not Provided
SRR13529020	Not Provided
SRR13529021	Not Provided
SRR13529022	Not Provided
SRR13529023	Not Provided
SRR13529024	Not Provided
SRR13529025	Not Provided
SRR13529026	Not Provided
SRR13529027	Not Provided
SRR13529028	Not Provided
SRR13529029	Not Provided
SRR13529030	Not Provided
SRR13529031	Not Provided
SRR13529032	Not Provided
SRR13529033	Not Provided
SRR13529034	Not Provided
SRR13529035	Not Provided
SRR13529036	Not Provided
SRR13529037	Not Provided
SRR13529038	Not Provided
SRR13529039	Not Provided
SRR13529040	Not Provided
SRR13529041	Not Provided
SRR13529042	Not Provided
SRR13529043	Not Provided
SRR13529044	Not Provided
SRR13529045	Not Provided
SRR13529046	Not Provided
SRR13529047	Not Provided
SRR13529048	Not Provided
SRR13529049	Not Provided
SRR13529050	Not Provided
SRR13529051	Not Provided
SRR13529052	Not Provided
SRR13529053	Not Provided
SRR13529054	Not Provided
SRR13529055	Not Provided
SRR13529056	Not Provided
SRR13529057	Not Provided
SRR13529058	Not Provided
SRR13529059	Not Provided
SRR13529060	Not Provided
SRR13529061	Not Provided
SRR13529062	Not Provided
SRR13529063	Not Provided
SRR13529064	Not Provided
SRR13529065	Not Provided
SRR13529066	Not Provided
SRR13529067	Not Provided
SRR13529068	Not Provided
SRR13529069	Not Provided
SRR13529070	Not Provided
SRR13529071	Not Provided
SRR13529072	Not Provided
SRR13529073	Not Provided
SRR13529074	Not Provided
SRR13529075	Not Provided
SRR13529076	Not Provided
SRR13529077	Not Provided
SRR13529078	Not Provided
SRR13529079	Not Provided
SRR13529080	Not Provided
SRR13529081	Not Provided
SRR13529082	Not Provided
SRR13529083	Not Provided
SRR13529084	Not Provided
SRR13529085	Not Provided
SRR13529086	Not Provided
SRR13529087	Not Provided
SRR13529088	Not Provided
SRR13529089	Not Provided
SRR13529090	Not Provided
SRR13529091	Not Provided
SRR13529092	Not Provided
SRR13529093	Not Provided
SRR13529094	Not Provided
SRR13529095	Not Provided
SRR13529096	Not Provided
SRR13529097	Not Provided
SRR13529098	Not Provided
SRR13529099	Not Provided
SRR13529100	Not Provided
SRR13529101	Not Provided
SRR13529102	Not Provided
SRR13529103	Not Provided
SRR13529104	Not Provided
SRR13529105	Not Provided
SRR13529106	Not Provided
SRR13529107	Not Provided
SRR13529108	Not Provided
SRR13529109	Not Provided
SRR13529110	Not Provided
SRR13529111	Not Provided
SRR13529112	Not Provided
SRR13529113	Not Provided
SRR13529114	Not Provided
SRR13529115	Not Provided
SRR13529116	Not Provided
SRR13529117	Not Provided
SRR13529118	Not Provided
SRR13529119	Not Provided
SRR13529120	Not Provided
SRR13529121	Not Provided
SRR13529122	Not Provided
SRR13529123	Not Provided
SRR13529124	Not Provided
SRR13529125	Not Provided
SRR13529126	Not Provided
SRR13529127	Not Provided
SRR13527681	37.774 N 122.5298805 W
SRR13527682	37.774 N 122.5298805 W
SRR13527683	37.774 N 122.5298805 W
SRR13527684	37.774 N 122.5298805 W
SRR13527685	37.774 N 122.5298805 W
SRR13527686	37.774 N 122.5298805 W
SRR13527687	37.774 N 122.5298805 W
SRR13527688	37.774 N 122.5298805 W
SRR13527689	36.4793 N 121.4990415 W
SRR13527690	33.6343 N 117.75923 W
SRR13527691	37.3337 N 121.8907 W
SRR13527692	33.6343 N 117.75923 W
SRR13527693	33.6343 N 117.75923 W
SRR13527694	33.6343 N 117.75923 W
SRR13527695	33.6343 N 117.75923 W
SRR13527696	33.6343 N 117.75923 W
SRR13527697	33.6343 N 117.75923 W
SRR13527698	33.6343 N 117.75923 W
SRR13527699	33.6343 N 117.75923 W
SRR13527700	33.6343 N 117.75923 W
SRR13527701	33.6343 N 117.75923 W
SRR13527702	37.3337 N 121.8907 W
SRR13527703	33.6343 N 117.75923 W
SRR13527704	33.6343 N 117.75923 W
SRR13527705	33.6343 N 117.75923 W
SRR13527706	33.6343 N 117.75923 W
SRR13527707	33.6343 N 117.75923 W
SRR13527708	33.6343 N 117.75923 W
SRR13527709	33.6343 N 117.75923 W
SRR13527710	33.6343 N 117.75923 W
SRR13527711	33.6343 N 117.75923 W
SRR13527712	33.6343 N 117.75923 W
SRR13527713	33.6343 N 117.75923 W
SRR13527714	33.6343 N 117.75923 W
SRR13527715	33.6343 N 117.75923 W
SRR13527716	33.6343 N 117.75923 W
SRR13527717	33.6343 N 117.75923 W
SRR13527718	37.3337 N 121.8907 W
SRR13527719	33.6343 N 117.75923 W
SRR13527720	33.6343 N 117.75923 W
SRR13527721	33.6343 N 117.75923 W
SRR13527722	33.6343 N 117.75923 W
SRR13527723	33.6343 N 117.75923 W
SRR13527724	33.6343 N 117.75923 W
SRR13527725	33.6343 N 117.75923 W
SRR13527726	33.6343 N 117.75923 W
SRR13527727	33.6343 N 117.75923 W
SRR13527728	33.6343 N 117.75923 W
SRR13527729	37.3337 N 121.8907 W
SRR13527730	33.6343 N 117.75923 W
SRR13527731	33.6343 N 117.75923 W
SRR13527732	33.6343 N 117.75923 W
SRR13527733	33.6343 N 117.75923 W
SRR13527734	33.6343 N 117.75923 W
SRR13527735	33.6343 N 117.75923 W
SRR13527736	33.6343 N 117.75923 W
SRR13527737	33.6343 N 117.75923 W
SRR13527738	33.6343 N 117.75923 W
SRR13527739	33.6343 N 117.75923 W
SRR13527740	33.6343 N 117.75923 W
SRR13527741	33.6343 N 117.75923 W
SRR13527742	37.3337 N 121.8907 W
SRR13527743	33.6343 N 117.75923 W
SRR13527744	33.6343 N 117.75923 W
SRR13527745	33.6343 N 117.75923 W
SRR13527746	33.6343 N 117.75923 W
SRR13527747	33.6343 N 117.75923 W
SRR13527748	33.6343 N 117.75923 W
SRR13527749	33.6343 N 117.75923 W
SRR13527750	33.6343 N 117.75923 W
SRR13527751	33.6343 N 117.75923 W
SRR13527752	33.6343 N 117.75923 W
SRR13527753	37.3337 N 121.8907 W
SRR13527754	33.6343 N 117.75923 W
SRR13527755	33.6343 N 117.75923 W
SRR13527756	33.6343 N 117.75923 W
SRR13527757	33.6343 N 117.75923 W
SRR13527758	33.6343 N 117.75923 W
SRR13527759	33.6343 N 117.75923 W
SRR13527760	33.6343 N 117.75923 W
SRR13527761	33.6343 N 117.75923 W
SRR13527762	33.6343 N 117.75923 W
SRR13527763	35.4013 N 120.5884269 W
SRR13527764	37.3337 N 121.8907 W
SRR13527765	35.4013 N 120.5884269 W
SRR13527766	35.4013 N 120.5884269 W
SRR13527767	35.4013 N 120.5884269 W
SRR13527768	35.4013 N 120.5884269 W
SRR13527769	35.4013 N 120.5884269 W
SRR13527770	35.4013 N 120.5884269 W
SRR13527771	35.4013 N 120.5884269 W
SRR13527772	35.4013 N 120.5884269 W
SRR13527773	35.4013 N 120.5884269 W
SRR13527774	35.4013 N 120.5884269 W
SRR13527775	37.3337 N 121.8907 W
SRR13527776	37.3337 N 121.8907 W
SRR13527777	37.3337 N 121.8907 W
SRR13527778	37.3337 N 121.8907 W
SRR13527779	37.3337 N 121.8907 W
SRR13527780	37.3337 N 121.8907 W
SRR13527781	37.3337 N 121.8907 W
SRR13527782	37.3337 N 121.8907 W
SRR13527783	37.3337 N 121.8907 W
SRR13527784	37.3337 N 121.8907 W
SRR13527785	37.3337 N 121.8907 W
SRR13527786	37.3337 N 121.8907 W
SRR13527787	37.3337 N 121.8907 W
SRR13527788	37.3337 N 121.8907 W
SRR13527789	37.3337 N 121.8907 W
SRR13527790	37.3337 N 121.8907 W
SRR13527791	37.3337 N 121.8907 W
SRR13527792	37.3337 N 121.8907 W
SRR13527793	37.3337 N 121.8907 W
SRR13527794	37.774 N 122.5298805 W
SRR13527795	37.774 N 122.5298805 W
SRR13527796	37.774 N 122.5298805 W
SRR13527797	37.3337 N 121.8907 W
SRR13527798	37.774 N 122.5298805 W
SRR13527799	37.774 N 122.5298805 W
SRR13527800	37.774 N 122.5298805 W
SRR13527801	37.774 N 122.5298805 W
SRR13527802	37.774 N 122.5298805 W
SRR13527803	37.774 N 122.5298805 W
SRR13527804	37.774 N 122.5298805 W
SRR13527805	37.774 N 122.5298805 W
SRR13527806	37.774 N 122.5298805 W
SRR13527807	37.774 N 122.5298805 W
SRR13527808	37.3337 N 121.8907 W
SRR13527809	37.774 N 122.5298805 W
SRR13527810	37.774 N 122.5298805 W
SRR13527811	37.774 N 122.5298805 W
SRR13527812	37.774 N 122.5298805 W
SRR13527813	37.774 N 122.5298805 W
SRR13527814	37.774 N 122.5298805 W
SRR13527815	37.774 N 122.5298805 W
SRR13527816	37.774 N 122.5298805 W
SRR13527817	37.774 N 122.5298805 W
SRR13527818	37.774 N 122.5298805 W
SRR13527819	37.3337 N 121.8907 W
SRR13527820	37.3337 N 121.8907 W
SRR13527821	33.6343 N 117.75923 W
SRR13527822	33.6343 N 117.75923 W
SRR13527823	33.6343 N 117.75923 W
SRR13527824	33.6343 N 117.75923 W
SRR13527825	37.3337 N 121.8907 W
SRR13527826	33.6343 N 117.75923 W
SRR13527827	33.6343 N 117.75923 W
SRR13527828	33.6343 N 117.75923 W
SRR13527829	33.6343 N 117.75923 W
SRR13527830	33.6343 N 117.75923 W
SRR13527831	33.6343 N 117.75923 W
SRR13527832	33.6343 N 117.75923 W
SRR13527833	33.6343 N 117.75923 W
SRR13527834	33.6343 N 117.75923 W
SRR13527835	33.6343 N 117.75923 W
SRR13527836	37.3337 N 121.8907 W
SRR13527837	33.6343 N 117.75923 W
SRR13527838	33.6343 N 117.75923 W
SRR13527839	33.6343 N 117.75923 W
SRR13527840	33.6343 N 117.75923 W
SRR13527841	33.6343 N 117.75923 W
SRR13527842	33.6343 N 117.75923 W
SRR13527843	33.6343 N 117.75923 W
SRR13527844	33.6343 N 117.75923 W
SRR13527845	33.6343 N 117.75923 W
SRR13527846	33.6343 N 117.75923 W
SRR13527847	37.3337 N 121.8907 W
SRR13527848	33.6343 N 117.75923 W
SRR13527849	33.6343 N 117.75923 W
SRR13527850	33.6343 N 117.75923 W
SRR13527851	33.6343 N 117.75923 W
SRR13527852	33.6343 N 117.75923 W
SRR13527853	33.6343 N 117.75923 W
SRR13527854	33.6343 N 117.75923 W
