SEQ_TYPE	PRIMER	SEQ_TECH	ACC
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307421
AMPLICON	ARTIC-V3	ILLUMINA	ERR5073993
AMPLICON	ARTIC-V3	ILLUMINA	ERR5222138
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895982
AMPLICON	ARTIC-V3	ILLUMINA	ERR4665503
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529816
AMPLICON	ARTIC-V3	ILLUMINA	ERR4693353
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537098
AMPLICON	ARTIC-V3	ILLUMINA	ERR4242211
AMPLICON	ARTIC-V3	ILLUMINA	SRR12017035
AMPLICON	ARTIC-V3	ILLUMINA	ERR4246843
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306300
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366321
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531575
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309296
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755600
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895621
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530443
AMPLICON	ARTIC-V3	ILLUMINA	ERR4242432
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894525
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753500
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308454
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755605
AMPLICON	ARTIC-V3	ILLUMINA	ERR4242289
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528534
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306431
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895937
AMPLICON	ARTIC-V3	ILLUMINA	ERR4694260
AMPLICON	ARTIC-V3	ILLUMINA	ERR4421468
AMPLICON	ARTIC-V3	ILLUMINA	ERR4692444
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439918
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753903
AMPLICON	ARTIC-V3	ILLUMINA	SRR12185949
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365820
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366422
AMPLICON	ARTIC-V3	ILLUMINA	ERR4694477
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307846
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308048
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307387
AMPLICON	ARTIC-V3	ILLUMINA	ERR4692880
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495451
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752797
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752698
AMPLICON	ARTIC-V3	ILLUMINA	SRR11965904
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755160
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308108
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495449
AMPLICON	ARTIC-V3	ILLUMINA	ERR4665302
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752683
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307641
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308370
AMPLICON	ARTIC-V3	ILLUMINA	ERR4243904
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307649
AMPLICON	ARTIC-V3	ILLUMINA	ERR4305231
AMPLICON	ARTIC-V3	ILLUMINA	SRR12162181
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306488
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753984
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753276
AMPLICON	ARTIC-V3	ILLUMINA	ERR5078866
AMPLICON	ARTIC-V3	ILLUMINA	ERR5245578
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755575
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537425
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753569
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537599
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894500
AMPLICON	ARTIC-V3	ILLUMINA	ERR4247050
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530830
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307610
AMPLICON	ARTIC-V3	ILLUMINA	SRR12162303
AMPLICON	ARTIC-V3	ILLUMINA	ERR4421501
AMPLICON	ARTIC-V3	ILLUMINA	SRR12896221
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307371
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531135
AMPLICON	ARTIC-V3	ILLUMINA	ERR4239666
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528360
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752578
AMPLICON	ARTIC-V3	ILLUMINA	ERR4759019
AMPLICON	ARTIC-V3	ILLUMINA	SRR12536855
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306263
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528190
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753125
AMPLICON	ARTIC-V3	ILLUMINA	ERR4209903
AMPLICON	ARTIC-V3	ILLUMINA	ERR4665909
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495529
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895689
AMPLICON	ARTIC-V3	ILLUMINA	SRR11622043
AMPLICON	ARTIC-V3	ILLUMINA	ERR4440646
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752338
AMPLICON	ARTIC-V3	ILLUMINA	ERR4243581
AMPLICON	ARTIC-V3	ILLUMINA	ERR4759018
AMPLICON	ARTIC-V3	ILLUMINA	SRR14135836
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531782
AMPLICON	ARTIC-V3	ILLUMINA	ERR4363842
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528415
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308737
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753980
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365552
AMPLICON	ARTIC-V3	ILLUMINA	ERR4363613
AMPLICON	ARTIC-V3	ILLUMINA	ERR4665534
AMPLICON	ARTIC-V3	ILLUMINA	ERR4440123
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366807
AMPLICON	ARTIC-V3	ILLUMINA	ERR4242166
AMPLICON	ARTIC-V3	ILLUMINA	SRR12896005
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439958
AMPLICON	ARTIC-V3	ILLUMINA	ERR4248768
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530883
AMPLICON	ARTIC-V3	ILLUMINA	ERR4440106
AMPLICON	ARTIC-V3	ILLUMINA	SRR11915877
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895464
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755309
AMPLICON	ARTIC-V3	ILLUMINA	ERR5068318
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752536
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894451
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895514
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308743
AMPLICON	ARTIC-V3	ILLUMINA	SRR11722000
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751552
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895242
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531762
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751124
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895209
AMPLICON	ARTIC-V3	ILLUMINA	ERR4247313
AMPLICON	ARTIC-V3	ILLUMINA	SRR12536670
AMPLICON	ARTIC-V3	ILLUMINA	ERR4759274
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753889
AMPLICON	ARTIC-V3	ILLUMINA	ERR4364234
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895757
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753023
AMPLICON	ARTIC-V3	ILLUMINA	ERR4243472
AMPLICON	ARTIC-V3	ILLUMINA	ERR4440146
AMPLICON	ARTIC-V3	ILLUMINA	ERR4242856
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752581
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307415
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307612
AMPLICON	ARTIC-V3	ILLUMINA	ERR4246539
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751897
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495759
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752893
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751251
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894693
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537397
AMPLICON	ARTIC-V3	ILLUMINA	ERR4246610
AMPLICON	ARTIC-V3	ILLUMINA	ERR4664512
AMPLICON	ARTIC-V3	ILLUMINA	ERR4364532
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307795
AMPLICON	ARTIC-V3	ILLUMINA	ERR4665723
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537012
AMPLICON	ARTIC-V3	ILLUMINA	SRR12896004
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366595
AMPLICON	ARTIC-V3	ILLUMINA	ERR4304971
AMPLICON	ARTIC-V3	ILLUMINA	ERR4666891
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308771
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528926
AMPLICON	ARTIC-V3	ILLUMINA	ERR4305513
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528251
AMPLICON	ARTIC-V3	ILLUMINA	ERR4243694
AMPLICON	ARTIC-V3	ILLUMINA	ERR4839594
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307648
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755253
AMPLICON	ARTIC-V3	ILLUMINA	ERR5499008
AMPLICON	ARTIC-V3	ILLUMINA	ERR4364003
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531060
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495323
AMPLICON	ARTIC-V3	ILLUMINA	ERR5197524
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530764
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537362
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894683
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366575
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309061
AMPLICON	ARTIC-V3	ILLUMINA	ERR4305572
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309081
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529427
AMPLICON	ARTIC-V3	ILLUMINA	SRR12536962
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754815
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306531
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531602
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895795
AMPLICON	ARTIC-V3	ILLUMINA	ERR4243561
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752336
AMPLICON	ARTIC-V3	ILLUMINA	ERR4243124
AMPLICON	ARTIC-V3	ILLUMINA	ERR4671206
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753286
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439416
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751323
AMPLICON	ARTIC-V3	ILLUMINA	ERR4555114
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751083
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754976
AMPLICON	ARTIC-V3	ILLUMINA	SRR12185968
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531645
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308237
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755529
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307130
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754245
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308390
AMPLICON	ARTIC-V3	ILLUMINA	ERR4694004
AMPLICON	ARTIC-V3	ILLUMINA	ERR4759391
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528169
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753003
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753972
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306240
AMPLICON	ARTIC-V3	ILLUMINA	ERR4248725
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894209
AMPLICON	ARTIC-V3	ILLUMINA	ERR5089069
AMPLICON	ARTIC-V3	ILLUMINA	SRR12291569
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528331
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308168
AMPLICON	ARTIC-V3	ILLUMINA	ERR4759230
AMPLICON	ARTIC-V3	ILLUMINA	ERR4241246
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537401
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895906
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752021
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753363
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528235
AMPLICON	ARTIC-V3	ILLUMINA	SRR11857971
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528089
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894440
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529527
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308409
AMPLICON	ARTIC-V3	ILLUMINA	ERR4665880
AMPLICON	ARTIC-V3	ILLUMINA	ERR4239632
AMPLICON	ARTIC-V3	ILLUMINA	SRR12536773
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531063
AMPLICON	ARTIC-V3	ILLUMINA	SRR12896008
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530308
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531922
AMPLICON	ARTIC-V3	ILLUMINA	ERR4664947
AMPLICON	ARTIC-V3	ILLUMINA	ERR4891425
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306742
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439290
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895552
AMPLICON	ARTIC-V3	ILLUMINA	ERR4242341
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529803
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308317
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529407
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528535
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528548
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751712
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308938
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306848
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531516
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537208
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439907
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537114
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495173
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439415
AMPLICON	ARTIC-V3	ILLUMINA	SRR12750942
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754582
AMPLICON	ARTIC-V3	ILLUMINA	ERR5291417
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755517
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439532
AMPLICON	ARTIC-V3	ILLUMINA	SRR12017052
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894828
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365421
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753341
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439299
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308896
AMPLICON	ARTIC-V3	ILLUMINA	ERR4838508
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309022
AMPLICON	ARTIC-V3	ILLUMINA	ERR4666736
AMPLICON	ARTIC-V3	ILLUMINA	ERR4363436
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754157
AMPLICON	ARTIC-V3	ILLUMINA	ERR4667285
AMPLICON	ARTIC-V3	ILLUMINA	ERR4692486
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365032
AMPLICON	ARTIC-V3	ILLUMINA	SRR11915960
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752495
AMPLICON	ARTIC-V3	ILLUMINA	ERR4758518
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308589
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528601
AMPLICON	ARTIC-V3	ILLUMINA	ERR4242828
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895091
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531067
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895162
AMPLICON	ARTIC-V3	ILLUMINA	ERR4664975
AMPLICON	ARTIC-V3	ILLUMINA	SRR12994880
AMPLICON	ARTIC-V3	ILLUMINA	ERR4248216
AMPLICON	ARTIC-V3	ILLUMINA	ERR4249127
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528697
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754430
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531273
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495388
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895998
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754099
AMPLICON	ARTIC-V3	ILLUMINA	SRR11858002
AMPLICON	ARTIC-V3	ILLUMINA	ERR4758689
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894387
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495274
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752941
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366395
AMPLICON	ARTIC-V3	ILLUMINA	ERR5190801
AMPLICON	ARTIC-V3	ILLUMINA	ERR4206482
AMPLICON	ARTIC-V3	ILLUMINA	ERR5240276
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752251
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439903
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754195
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531926
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306817
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307328
AMPLICON	ARTIC-V3	ILLUMINA	SRR12896171
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308295
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537161
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753167
AMPLICON	ARTIC-V3	ILLUMINA	SRR11577987
AMPLICON	ARTIC-V3	ILLUMINA	ERR4664942
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307285
AMPLICON	ARTIC-V3	ILLUMINA	ERR4241399
AMPLICON	ARTIC-V3	ILLUMINA	SRR12780656
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894307
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495336
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530508
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306590
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751954
AMPLICON	ARTIC-V3	ILLUMINA	SRR11915788
AMPLICON	ARTIC-V3	ILLUMINA	ERR5218292
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528797
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894270
AMPLICON	ARTIC-V3	ILLUMINA	ERR4248014
AMPLICON	ARTIC-V3	ILLUMINA	ERR5222255
AMPLICON	ARTIC-V3	ILLUMINA	ERR4242630
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495375
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751594
AMPLICON	ARTIC-V3	ILLUMINA	ERR4240719
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528193
AMPLICON	ARTIC-V3	ILLUMINA	ERR4246594
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895447
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366558
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894723
AMPLICON	ARTIC-V3	ILLUMINA	SRR12750857
AMPLICON	ARTIC-V3	ILLUMINA	SRR12780649
AMPLICON	ARTIC-V3	ILLUMINA	ERR4890636
AMPLICON	ARTIC-V3	ILLUMINA	ERR4243917
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754725
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755182
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531049
AMPLICON	ARTIC-V3	ILLUMINA	ERR4248201
AMPLICON	ARTIC-V3	ILLUMINA	ERR4440566
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531007
AMPLICON	ARTIC-V3	ILLUMINA	ERR4664423
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537337
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754247
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366133
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366477
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531571
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753025
AMPLICON	ARTIC-V3	ILLUMINA	SRR11915870
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307407
AMPLICON	ARTIC-V3	ILLUMINA	ERR4240430
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894935
AMPLICON	ARTIC-V3	ILLUMINA	ERR5196319
AMPLICON	ARTIC-V3	ILLUMINA	ERR4363569
AMPLICON	ARTIC-V3	ILLUMINA	ERR5079505
AMPLICON	ARTIC-V3	ILLUMINA	ERR4241776
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439304
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529891
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439388
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306489
AMPLICON	ARTIC-V3	ILLUMINA	ERR4893273
AMPLICON	ARTIC-V3	ILLUMINA	SRR12693727
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307331
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307146
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529739
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307066
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306892
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755150
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531072
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895791
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530453
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530120
AMPLICON	ARTIC-V3	ILLUMINA	SRR12162264
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307417
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528779
AMPLICON	ARTIC-V3	ILLUMINA	SRR11578364
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439396
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752652
AMPLICON	ARTIC-V3	ILLUMINA	ERR5082462
AMPLICON	ARTIC-V3	ILLUMINA	ERR4243524
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307560
AMPLICON	ARTIC-V3	ILLUMINA	ERR4664878
AMPLICON	ARTIC-V3	ILLUMINA	ERR4246544
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754445
AMPLICON	ARTIC-V3	ILLUMINA	ERR4363795
AMPLICON	ARTIC-V3	ILLUMINA	SRR12162378
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752510
AMPLICON	ARTIC-V3	ILLUMINA	ERR4694067
AMPLICON	ARTIC-V3	ILLUMINA	ERR4248271
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530828
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895745
AMPLICON	ARTIC-V3	ILLUMINA	SRR12780192
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753400
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894725
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307570
AMPLICON	ARTIC-V3	ILLUMINA	ERR5074781
AMPLICON	ARTIC-V3	ILLUMINA	ERR4693849
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439517
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753394
AMPLICON	ARTIC-V3	ILLUMINA	ERR4421507
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528256
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439759
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752224
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895707
AMPLICON	ARTIC-V3	ILLUMINA	ERR4660025
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308867
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895073
AMPLICON	ARTIC-V3	ILLUMINA	ERR4243599
AMPLICON	ARTIC-V3	ILLUMINA	ERR4246839
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439646
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529423
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529737
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308606
AMPLICON	ARTIC-V3	ILLUMINA	ERR4243637
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530513
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308780
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751872
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306809
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439425
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751201
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309044
AMPLICON	ARTIC-V3	ILLUMINA	ERR4363784
AMPLICON	ARTIC-V3	ILLUMINA	ERR4207223
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754406
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751282
AMPLICON	ARTIC-V3	ILLUMINA	ERR4247789
AMPLICON	ARTIC-V3	ILLUMINA	ERR4694515
AMPLICON	ARTIC-V3	ILLUMINA	ERR4763335
AMPLICON	ARTIC-V3	ILLUMINA	ERR4763828
AMPLICON	ARTIC-V3	ILLUMINA	ERR4893728
AMPLICON	ARTIC-V3	ILLUMINA	ERR4786786
AMPLICON	ARTIC-V3	ILLUMINA	ERR4651811
AMPLICON	ARTIC-V3	ILLUMINA	ERR4763395
AMPLICON	ARTIC-V3	ILLUMINA	ERR4893782
AMPLICON	ARTIC-V3	ILLUMINA	ERR4763426
AMPLICON	ARTIC-V3	ILLUMINA	ERR4763605
AMPLICON	ARTIC-V3	ILLUMINA	ERR4763784
AMPLICON	ARTIC-V3	ILLUMINA	ERR4763786
AMPLICON	ARTIC-V3	ILLUMINA	ERR4763843
AMPLICON	ARTIC-V3	ILLUMINA	ERR4763805
AMPLICON	ARTIC-V3	ILLUMINA	ERR4763793
AMPLICON	ARTIC-V3	ILLUMINA	ERR4763809
AMPLICON	ARTIC-V3	ILLUMINA	ERR4904600
AMPLICON	ARTIC-V3	ILLUMINA	ERR5747913
AMPLICON	ARTIC-V3	ILLUMINA	ERR4763393
AMPLICON	ARTIC-V3	ILLUMINA	ERR5747626
AMPLICON	ARTIC-V3	ILLUMINA	ERR4763844
AMPLICON	ARTIC-V3	ILLUMINA	ERR4763883
AMPLICON	ARTIC-V3	ILLUMINA	ERR4786809
AMPLICON	ARTIC-V3	ILLUMINA	ERR5707086
AMPLICON	ARTIC-V3	ILLUMINA	ERR5764307
AMPLICON	ARTIC-V3	ILLUMINA	ERR4763779
AMPLICON	ARTIC-V3	ILLUMINA	ERR4763787
AMPLICON	ARTIC-V3	ILLUMINA	ERR4763702
