SEQ_TYPE	PRIMER	SEQ_TECH	ACC
AMPLICON	ARTIC-V3	ILLUMINA	ERR4692361
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753498
AMPLICON	ARTIC-V3	ILLUMINA	ERR4305258
AMPLICON	ARTIC-V3	ILLUMINA	ERR4242084
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306579
AMPLICON	ARTIC-V3	ILLUMINA	SRR11577888
AMPLICON	ARTIC-V3	ILLUMINA	ERR4665551
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530313
AMPLICON	ARTIC-V3	ILLUMINA	ERR4693574
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753325
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530629
AMPLICON	ARTIC-V3	ILLUMINA	ERR4239803
AMPLICON	ARTIC-V3	ILLUMINA	ERR4758975
AMPLICON	ARTIC-V3	ILLUMINA	ERR4665103
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530837
AMPLICON	ARTIC-V3	ILLUMINA	SRR12185998
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529825
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753695
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751318
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530659
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309228
AMPLICON	ARTIC-V3	ILLUMINA	SRR13577383
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751823
AMPLICON	ARTIC-V3	ILLUMINA	SRR12780564
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531498
AMPLICON	ARTIC-V3	ILLUMINA	SRR11577841
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530145
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307770
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753777
AMPLICON	ARTIC-V3	ILLUMINA	SRR11578173
AMPLICON	ARTIC-V3	ILLUMINA	ERR4421413
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308486
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307180
AMPLICON	ARTIC-V3	ILLUMINA	ERR4247297
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752964
AMPLICON	ARTIC-V3	ILLUMINA	SRR12536818
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894936
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531061
AMPLICON	ARTIC-V3	ILLUMINA	SRR11578118
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308480
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308321
AMPLICON	ARTIC-V3	ILLUMINA	ERR4671720
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753124
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894310
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753883
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306690
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753749
AMPLICON	ARTIC-V3	ILLUMINA	SRR11578213
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753015
AMPLICON	ARTIC-V3	ILLUMINA	SRR12750938
AMPLICON	ARTIC-V3	ILLUMINA	ERR4241664
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752980
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366608
AMPLICON	ARTIC-V3	ILLUMINA	ERR4666955
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531189
AMPLICON	ARTIC-V3	ILLUMINA	ERR4364216
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306533
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308425
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365290
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528387
AMPLICON	ARTIC-V3	ILLUMINA	SRR12693794
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537109
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365053
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752958
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753616
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895036
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308857
AMPLICON	ARTIC-V3	ILLUMINA	ERR4247265
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530092
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439701
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531282
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529424
AMPLICON	ARTIC-V3	ILLUMINA	ERR5082491
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308602
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439950
AMPLICON	ARTIC-V3	ILLUMINA	SRR11622005
AMPLICON	ARTIC-V3	ILLUMINA	ERR4363794
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307654
AMPLICON	ARTIC-V3	ILLUMINA	SRR11578210
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895866
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751723
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895345
AMPLICON	ARTIC-V3	ILLUMINA	ERR4440021
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308649
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366283
AMPLICON	ARTIC-V3	ILLUMINA	ERR5068129
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529833
AMPLICON	ARTIC-V3	ILLUMINA	ERR4305238
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530607
AMPLICON	ARTIC-V3	ILLUMINA	ERR4671288
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752327
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754855
AMPLICON	ARTIC-V3	ILLUMINA	SRR13577466
AMPLICON	ARTIC-V3	ILLUMINA	ERR4664209
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755067
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751149
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366654
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366715
AMPLICON	ARTIC-V3	ILLUMINA	ERR4304865
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753765
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528475
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894762
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754910
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439546
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894628
AMPLICON	ARTIC-V3	ILLUMINA	ERR4248376
AMPLICON	ARTIC-V3	ILLUMINA	SRR12693991
AMPLICON	ARTIC-V3	ILLUMINA	SRR12017038
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529973
AMPLICON	ARTIC-V3	ILLUMINA	ERR4305116
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366311
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895566
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754072
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528204
AMPLICON	ARTIC-V3	ILLUMINA	ERR4241695
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895871
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754930
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530166
AMPLICON	ARTIC-V3	ILLUMINA	ERR4421535
AMPLICON	ARTIC-V3	ILLUMINA	SRR12536983
AMPLICON	ARTIC-V3	ILLUMINA	SRR12995040
AMPLICON	ARTIC-V3	ILLUMINA	SRR12780654
AMPLICON	ARTIC-V3	ILLUMINA	SRR11578316
AMPLICON	ARTIC-V3	ILLUMINA	ERR4665785
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754850
AMPLICON	ARTIC-V3	ILLUMINA	ERR4363556
AMPLICON	ARTIC-V3	ILLUMINA	ERR4242098
AMPLICON	ARTIC-V3	ILLUMINA	ERR4246570
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531035
AMPLICON	ARTIC-V3	ILLUMINA	SRR12780205
AMPLICON	ARTIC-V3	ILLUMINA	ERR4242880
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439878
AMPLICON	ARTIC-V3	ILLUMINA	SRR11578224
AMPLICON	ARTIC-V3	ILLUMINA	ERR4868614
AMPLICON	ARTIC-V3	ILLUMINA	SRR12536916
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528416
AMPLICON	ARTIC-V3	ILLUMINA	ERR5245886
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531231
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530507
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751866
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530402
AMPLICON	ARTIC-V3	ILLUMINA	SRR12162231
AMPLICON	ARTIC-V3	ILLUMINA	SRR11622204
AMPLICON	ARTIC-V3	ILLUMINA	ERR4667154
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366778
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529641
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309160
AMPLICON	ARTIC-V3	ILLUMINA	SRR12536967
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495196
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752853
AMPLICON	ARTIC-V3	ILLUMINA	ERR4421480
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753584
AMPLICON	ARTIC-V3	ILLUMINA	SRR12750937
AMPLICON	ARTIC-V3	ILLUMINA	ERR4759246
AMPLICON	ARTIC-V3	ILLUMINA	SRR12995498
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529650
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751663
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537316
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528177
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754505
AMPLICON	ARTIC-V3	ILLUMINA	ERR4758749
AMPLICON	ARTIC-V3	ILLUMINA	SRR12693724
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306834
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755008
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751328
AMPLICON	ARTIC-V3	ILLUMINA	ERR4694217
AMPLICON	ARTIC-V3	ILLUMINA	SRR12780581
AMPLICON	ARTIC-V3	ILLUMINA	SRR11915903
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894362
AMPLICON	ARTIC-V3	ILLUMINA	SRR12694604
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755066
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366441
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752353
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755215
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307871
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753201
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752576
AMPLICON	ARTIC-V3	ILLUMINA	ERR4242886
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529675
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528993
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752758
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752462
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528677
AMPLICON	ARTIC-V3	ILLUMINA	ERR4666941
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895391
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308249
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531898
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530446
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895192
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754101
AMPLICON	ARTIC-V3	ILLUMINA	ERR4363529
AMPLICON	ARTIC-V3	ILLUMINA	ERR4205635
AMPLICON	ARTIC-V3	ILLUMINA	ERR4664567
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754426
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752810
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308728
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307480
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751518
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752691
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753635
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439803
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529936
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752979
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309162
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753226
AMPLICON	ARTIC-V3	ILLUMINA	ERR4246280
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895337
AMPLICON	ARTIC-V3	ILLUMINA	ERR4239736
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365570
AMPLICON	ARTIC-V3	ILLUMINA	ERR4248121
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531921
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530584
AMPLICON	ARTIC-V3	ILLUMINA	ERR4760021
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306275
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529468
AMPLICON	ARTIC-V3	ILLUMINA	ERR4421367
AMPLICON	ARTIC-V3	ILLUMINA	SRR12536766
AMPLICON	ARTIC-V3	ILLUMINA	ERR4555211
AMPLICON	ARTIC-V3	ILLUMINA	ERR4758383
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308872
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751692
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894464
AMPLICON	ARTIC-V3	ILLUMINA	ERR4239094
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307738
AMPLICON	ARTIC-V3	ILLUMINA	SRR12536743
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752313
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895504
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753945
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752831
AMPLICON	ARTIC-V3	ILLUMINA	SRR11965896
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528845
AMPLICON	ARTIC-V3	ILLUMINA	ERR4204614
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894684
AMPLICON	ARTIC-V3	ILLUMINA	SRR11578234
AMPLICON	ARTIC-V3	ILLUMINA	SRR12536678
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895815
AMPLICON	ARTIC-V3	ILLUMINA	ERR4758652
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366949
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751651
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365921
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753437
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752387
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307939
AMPLICON	ARTIC-V3	ILLUMINA	ERR4694399
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528751
AMPLICON	ARTIC-V3	ILLUMINA	SRR11577976
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307334
AMPLICON	ARTIC-V3	ILLUMINA	SRR12750779
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530423
AMPLICON	ARTIC-V3	ILLUMINA	SRR12694218
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753987
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754262
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751187
AMPLICON	ARTIC-V3	ILLUMINA	SRR12694598
AMPLICON	ARTIC-V3	ILLUMINA	ERR4242985
AMPLICON	ARTIC-V3	ILLUMINA	SRR11915931
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528637
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365756
AMPLICON	ARTIC-V3	ILLUMINA	SRR11915893
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894751
AMPLICON	ARTIC-V3	ILLUMINA	ERR4440044
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752960
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895832
AMPLICON	ARTIC-V3	ILLUMINA	SRR11577855
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754520
AMPLICON	ARTIC-V3	ILLUMINA	SRR14135886
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753188
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306380
AMPLICON	ARTIC-V3	ILLUMINA	ERR4240137
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754670
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308511
AMPLICON	ARTIC-V3	ILLUMINA	SRR12694002
AMPLICON	ARTIC-V3	ILLUMINA	ERR4569752
AMPLICON	ARTIC-V3	ILLUMINA	ERR4759636
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528140
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308090
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365667
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895030
AMPLICON	ARTIC-V3	ILLUMINA	SRR12750811
AMPLICON	ARTIC-V3	ILLUMINA	ERR4665434
AMPLICON	ARTIC-V3	ILLUMINA	ERR4364793
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753390
AMPLICON	ARTIC-V3	ILLUMINA	ERR4246294
AMPLICON	ARTIC-V3	ILLUMINA	ERR4243497
AMPLICON	ARTIC-V3	ILLUMINA	ERR4248100
AMPLICON	ARTIC-V3	ILLUMINA	ERR4240522
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751646
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308182
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755181
AMPLICON	ARTIC-V3	ILLUMINA	ERR4210127
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755502
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439629
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754335
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754027
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495650
AMPLICON	ARTIC-V3	ILLUMINA	SRR11578085
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752426
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894376
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531083
AMPLICON	ARTIC-V3	ILLUMINA	ERR5094418
AMPLICON	ARTIC-V3	ILLUMINA	ERR4240234
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894859
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307214
AMPLICON	ARTIC-V3	ILLUMINA	ERR4248033
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308944
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754019
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537555
AMPLICON	ARTIC-V3	ILLUMINA	SRR11578021
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755492
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895068
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439248
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751535
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306419
AMPLICON	ARTIC-V3	ILLUMINA	ERR4248091
AMPLICON	ARTIC-V3	ILLUMINA	ERR4242627
AMPLICON	ARTIC-V3	ILLUMINA	ERR4248333
AMPLICON	ARTIC-V3	ILLUMINA	SRR12110387
AMPLICON	ARTIC-V3	ILLUMINA	ERR4604903
AMPLICON	ARTIC-V3	ILLUMINA	ERR4693251
AMPLICON	ARTIC-V3	ILLUMINA	ERR4364539
AMPLICON	ARTIC-V3	ILLUMINA	ERR4440200
AMPLICON	ARTIC-V3	ILLUMINA	ERR4440560
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530303
AMPLICON	ARTIC-V3	ILLUMINA	SRR12750911
AMPLICON	ARTIC-V3	ILLUMINA	ERR5061602
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308629
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307118
AMPLICON	ARTIC-V3	ILLUMINA	SRR13577827
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530425
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752737
AMPLICON	ARTIC-V3	ILLUMINA	ERR5292485
AMPLICON	ARTIC-V3	ILLUMINA	SRR12536946
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894918
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895799
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529712
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753646
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537299
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307470
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894216
AMPLICON	ARTIC-V3	ILLUMINA	ERR4364342
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531770
AMPLICON	ARTIC-V3	ILLUMINA	ERR4671392
AMPLICON	ARTIC-V3	ILLUMINA	ERR4247910
AMPLICON	ARTIC-V3	ILLUMINA	SRR11622182
AMPLICON	ARTIC-V3	ILLUMINA	ERR4247186
AMPLICON	ARTIC-V3	ILLUMINA	ERR4440272
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895174
AMPLICON	ARTIC-V3	ILLUMINA	ERR4694006
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530791
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529007
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751803
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530570
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754791
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495497
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754167
AMPLICON	ARTIC-V3	ILLUMINA	ERR4440061
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306744
AMPLICON	ARTIC-V3	ILLUMINA	ERR4671637
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752377
AMPLICON	ARTIC-V3	ILLUMINA	ERR4664841
AMPLICON	ARTIC-V3	ILLUMINA	SRR13578899
AMPLICON	ARTIC-V3	ILLUMINA	ERR4440587
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752034
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495279
AMPLICON	ARTIC-V3	ILLUMINA	ERR4204502
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753861
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528974
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530534
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531752
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529910
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308638
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754109
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754341
AMPLICON	ARTIC-V3	ILLUMINA	ERR4779588
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754783
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529866
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753180
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894636
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309265
AMPLICON	ARTIC-V3	ILLUMINA	ERR4664464
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365257
AMPLICON	ARTIC-V3	ILLUMINA	ERR4692940
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365370
AMPLICON	ARTIC-V3	ILLUMINA	ERR4246808
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752660
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751512
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755577
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308200
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751785
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754539
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753244
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530571
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751574
AMPLICON	ARTIC-V3	ILLUMINA	ERR4667030
AMPLICON	ARTIC-V3	ILLUMINA	SRR12750852
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531211
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530447
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751615
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307222
AMPLICON	ARTIC-V3	ILLUMINA	SRR12750971
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895527
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754920
AMPLICON	ARTIC-V3	ILLUMINA	SRR11915878
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529633
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307975
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530357
AMPLICON	ARTIC-V3	ILLUMINA	SRR11577876
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531234
AMPLICON	ARTIC-V3	ILLUMINA	ERR4440459
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309286
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530185
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751081
AMPLICON	ARTIC-V3	ILLUMINA	ERR4364270
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306442
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530000
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307922
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530304
AMPLICON	ARTIC-V3	ILLUMINA	SRR12536930
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755615
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894459
AMPLICON	ARTIC-V3	ILLUMINA	ERR4241517
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530415
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439512
AMPLICON	ARTIC-V3	ILLUMINA	SRR12896233
AMPLICON	ARTIC-V3	ILLUMINA	ERR4246720
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754052
AMPLICON	ARTIC-V3	ILLUMINA	ERR4421450
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495183
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529730
AMPLICON	ARTIC-V3	ILLUMINA	SRR12162249
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439561
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752023
AMPLICON	ARTIC-V3	ILLUMINA	SRR12536866
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754224
AMPLICON	ARTIC-V3	ILLUMINA	SRR12536692
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530524
AMPLICON	ARTIC-V3	ILLUMINA	ERR4694278
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528767
AMPLICON	ARTIC-V3	ILLUMINA	SRR12896173
AMPLICON	ARTIC-V3	ILLUMINA	SRR12694184
AMPLICON	ARTIC-V3	ILLUMINA	SRR12185936
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752140
AMPLICON	ARTIC-V3	ILLUMINA	ERR4665319
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309446
AMPLICON	ARTIC-V3	ILLUMINA	SRR12896135
AMPLICON	ARTIC-V3	ILLUMINA	ERR4759211
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530140
AMPLICON	ARTIC-V3	ILLUMINA	SRR11578318
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528503
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307719
