ACC	GISAID
SRR12379580	EPI_ISL_430408
SRR12379581	EPI_ISL_430407
SRR12379582	EPI_ISL_421710
SRR12379584	EPI_ISL_421709
SRR12379585	EPI_ISL_421708
SRR12379586	EPI_ISL_424968
SRR12379587	EPI_ISL_421707
SRR12379588	EPI_ISL_421706
SRR12379589	EPI_ISL_467422
SRR12379590	EPI_ISL_467421
SRR12379591	EPI_ISL_467420
SRR12379592	EPI_ISL_467419
SRR12379593	EPI_ISL_467418
SRR12379594	EPI_ISL_467417
SRR12379595	EPI_ISL_467416
SRR12379596	EPI_ISL_467415
SRR12379597	EPI_ISL_424967
SRR12379598	EPI_ISL_467414
SRR12379599	EPI_ISL_467413
SRR12379600	EPI_ISL_421704
SRR12379601	EPI_ISL_467412
SRR12379602	EPI_ISL_467411
SRR12379603	EPI_ISL_467410
SRR12379604	EPI_ISL_467409
SRR12379605	EPI_ISL_467408
SRR12379606	EPI_ISL_467407
SRR12379607	EPI_ISL_467406
SRR12379608	EPI_ISL_424966
SRR12379609	EPI_ISL_467405
SRR12379610	EPI_ISL_467404
SRR12379611	EPI_ISL_467403
SRR12379612	EPI_ISL_421592
SRR12379613	EPI_ISL_467402
SRR12379614	EPI_ISL_467401
SRR12379615	EPI_ISL_467400
SRR12379583	EPI_ISL_419699
SRR12379616	EPI_ISL_430406
SRR12379617	EPI_ISL_430404
SRR12379618	EPI_ISL_430402
SRR12379619	EPI_ISL_430400
SRR12379620	EPI_ISL_421720
SRR12379621	EPI_ISL_430399
SRR12379622	EPI_ISL_430398
SRR12379623	EPI_ISL_430397
SRR12379624	EPI_ISL_419698
SRR12379625	EPI_ISL_430396
SRR12379626	EPI_ISL_430395
SRR12379627	EPI_ISL_430393
SRR12379628	EPI_ISL_430392
SRR12379629	EPI_ISL_430391
SRR12379630	EPI_ISL_430390
SRR12379631	EPI_ISL_421719
SRR12379632	EPI_ISL_430356
SRR12379633	EPI_ISL_430389
SRR12379634	EPI_ISL_430388
SRR12379635	EPI_ISL_430387
SRR12379636	EPI_ISL_419697
SRR12379637	EPI_ISL_430386
SRR12379638	EPI_ISL_430385
SRR12379639	EPI_ISL_430384
SRR12379640	EPI_ISL_430383
SRR12379641	EPI_ISL_430382
SRR12379642	EPI_ISL_430381
SRR12379643	EPI_ISL_421717
SRR12379644	EPI_ISL_430380
SRR12379645	EPI_ISL_430379
SRR12379646	EPI_ISL_430378
SRR12379647	EPI_ISL_430377
SRR12379648	EPI_ISL_419696
SRR12379649	EPI_ISL_430376
SRR12379650	EPI_ISL_430375
SRR12379651	EPI_ISL_467399
SRR12379653	EPI_ISL_467398
SRR12379654	EPI_ISL_467397
SRR12379655	EPI_ISL_424965
SRR12379656	EPI_ISL_467396
SRR12379657	EPI_ISL_467395
SRR12379658	EPI_ISL_467394
SRR12379659	EPI_ISL_467393
SRR12379660	EPI_ISL_421591
SRR12379661	EPI_ISL_467392
SRR12379662	EPI_ISL_467391
SRR12379663	EPI_ISL_467390
SRR12379664	EPI_ISL_467389
SRR12379665	EPI_ISL_467388
SRR12379666	EPI_ISL_424964
SRR12379667	EPI_ISL_467387
SRR12379668	EPI_ISL_467386
SRR12379669	EPI_ISL_467385
SRR12379670	EPI_ISL_467384
SRR12379671	EPI_ISL_467383
SRR12379672	EPI_ISL_421590
SRR12379673	EPI_ISL_467382
SRR12379674	EPI_ISL_467381
SRR12379675	EPI_ISL_467380
SRR12379676	EPI_ISL_467379
SRR12379677	EPI_ISL_424963
SRR12379678	EPI_ISL_467378
SRR12379679	EPI_ISL_467377
SRR12379680	EPI_ISL_458022
SRR12379681	EPI_ISL_458021
SRR12379682	EPI_ISL_458020
SRR12159823	EPI_ISL_466648
SRR12159824	EPI_ISL_467946
SRR12159825	EPI_ISL_467947
SRR12159826	EPI_ISL_467948
SRR12159827	EPI_ISL_467949
SRR15296628	EPI_ISL_3127137
SRR15296630	EPI_ISL_3127138
SRR15296631	EPI_ISL_3127139
SRR15296632	EPI_ISL_3127140
SRR15296633	EPI_ISL_3127141
SRR15296634	EPI_ISL_3127142
SRR15296635	EPI_ISL_3127143
SRR15296636	EPI_ISL_3127144
SRR15296637	EPI_ISL_3127145
SRR15296638	EPI_ISL_3127146
SRR15296639	EPI_ISL_3127147
SRR15296640	EPI_ISL_3127149
SRR15296642	EPI_ISL_3127151
SRR15296643	EPI_ISL_3127152
SRR15296644	EPI_ISL_3127153
SRR15296646	EPI_ISL_3127155
SRR15296658	EPI_ISL_3127166
SRR15296663	EPI_ISL_3127170
SRR15296668	EPI_ISL_3127175
SRR15296669	EPI_ISL_3127176
SRR15296672	EPI_ISL_3127178
SRR15296673	EPI_ISL_3127179
SRR15296674	EPI_ISL_3127180
SRR15296676	EPI_ISL_3127182
SRR15296677	EPI_ISL_3127183
SRR15296678	EPI_ISL_3127184
SRR15296679	EPI_ISL_3127185
SRR15296680	EPI_ISL_3127186
SRR15296681	EPI_ISL_3127187
SRR15296682	EPI_ISL_3127125
SRR15296687	EPI_ISL_3127192
SRR15296702	EPI_ISL_3127134
SRR15296706	EPI_ISL_3127130
SRR15295112	EPI_ISL_3098714
SRR15283263	EPI_ISL_3025059
SRR15283264	EPI_ISL_3025058
SRR15283265	EPI_ISL_3025057
SRR15283266	EPI_ISL_3025056
SRR15283268	EPI_ISL_3025054
SRR15283269	EPI_ISL_3025053
SRR15283270	EPI_ISL_3024945
SRR15283271	EPI_ISL_3025052
SRR15283272	EPI_ISL_3025051
SRR15283273	EPI_ISL_3025050
SRR15283274	EPI_ISL_3025049
SRR15283275	EPI_ISL_3025048
SRR15283276	EPI_ISL_3025047
SRR15283277	EPI_ISL_3025046
SRR15283278	EPI_ISL_3025045
SRR15283279	EPI_ISL_3025044
SRR15283280	EPI_ISL_3025043
SRR15283281	EPI_ISL_3024944
SRR15283282	EPI_ISL_3025042
SRR15283283	EPI_ISL_3025041
SRR15283284	EPI_ISL_3025040
SRR15283285	EPI_ISL_3025039
SRR15283287	EPI_ISL_3025037
SRR15283288	EPI_ISL_3025036
SRR15283289	EPI_ISL_3025035
SRR15283290	EPI_ISL_3025034
SRR15283291	EPI_ISL_3025033
SRR15283292	EPI_ISL_3024943
SRR15283293	EPI_ISL_3024934
SRR15283294	EPI_ISL_3024933
SRR15283475	EPI_ISL_3024992
SRR15283295	EPI_ISL_3024991
SRR15283296	EPI_ISL_3024990
SRR15283297	EPI_ISL_3024989
SRR15283298	EPI_ISL_3024988
SRR15283299	EPI_ISL_3024987
SRR15283301	EPI_ISL_3024986
SRR15283303	EPI_ISL_3024985
SRR15283305	EPI_ISL_3024984
SRR15283308	EPI_ISL_3024983
SRR15283310	EPI_ISL_3024938
SRR15283312	EPI_ISL_3024982
SRR15283314	EPI_ISL_3024981
SRR15283316	EPI_ISL_3024980
SRR15283318	EPI_ISL_3024979
SRR15283320	EPI_ISL_3024978
SRR15283322	EPI_ISL_3024977
SRR15283323	EPI_ISL_3024976
SRR15283324	EPI_ISL_3024975
SRR15283325	EPI_ISL_3024974
SRR15283326	EPI_ISL_3024973
SRR15283327	EPI_ISL_3024937
SRR15283328	EPI_ISL_3024972
SRR15283329	EPI_ISL_3024971
SRR15283330	EPI_ISL_3024970
SRR15283331	EPI_ISL_3024969
SRR15283332	EPI_ISL_3024968
SRR15283333	EPI_ISL_3024967
SRR15283334	EPI_ISL_3024966
SRR15283335	EPI_ISL_3024965
SRR15283336	EPI_ISL_3024964
SRR15283337	EPI_ISL_3024963
SRR15283338	EPI_ISL_3024936
SRR15283339	EPI_ISL_3024962
SRR15283340	EPI_ISL_3024961
SRR15283341	EPI_ISL_3024960
SRR15283342	EPI_ISL_3024959
SRR15283343	EPI_ISL_3024958
SRR15283344	EPI_ISL_3024957
SRR15283345	EPI_ISL_3024956
SRR15283346	EPI_ISL_3024955
SRR15283347	EPI_ISL_3025289
SRR15283348	EPI_ISL_3025288
SRR15283349	EPI_ISL_3025287
SRR15283350	EPI_ISL_3025286
SRR15283351	EPI_ISL_3025285
SRR15283352	EPI_ISL_3025284
SRR15283353	EPI_ISL_3024954
SRR15283354	EPI_ISL_3025283
SRR15283355	EPI_ISL_3025282
SRR15283356	EPI_ISL_3025281
SRR15283357	EPI_ISL_3025280
SRR15283358	EPI_ISL_3025279
SRR15283359	EPI_ISL_3025278
SRR15283360	EPI_ISL_3025276
SRR15283361	EPI_ISL_3025275
SRR15283362	EPI_ISL_3025274
SRR15283363	EPI_ISL_3025273
SRR15283364	EPI_ISL_3024953
SRR15283365	EPI_ISL_3024935
SRR15283366	EPI_ISL_3025272
SRR15283367	EPI_ISL_3025271
SRR15283368	EPI_ISL_3025270
SRR15283369	EPI_ISL_3025269
SRR15283370	EPI_ISL_3025268
SRR15283371	EPI_ISL_3025267
SRR15283372	EPI_ISL_3025266
SRR15283373	EPI_ISL_3025265
SRR15283374	EPI_ISL_3025264
SRR15283375	EPI_ISL_3025262
SRR15283376	EPI_ISL_3024952
SRR15283377	EPI_ISL_3025261
SRR15283378	EPI_ISL_3025260
SRR15283379	EPI_ISL_3025259
SRR15283380	EPI_ISL_3025258
SRR15283381	EPI_ISL_3025257
SRR15283382	EPI_ISL_3025256
SRR15283383	EPI_ISL_3025255
SRR15283384	EPI_ISL_3025254
SRR15283385	EPI_ISL_3025253
SRR15283386	EPI_ISL_3025251
SRR15283387	EPI_ISL_3024951
SRR15283388	EPI_ISL_3025250
SRR15283389	EPI_ISL_3025249
SRR15283390	EPI_ISL_3025248
SRR15283391	EPI_ISL_3025247
SRR15283392	EPI_ISL_3025245
SRR15283393	EPI_ISL_3025244
SRR15283394	EPI_ISL_3025243
SRR15283395	EPI_ISL_3025242
SRR15283396	EPI_ISL_3025241
SRR15283397	EPI_ISL_3025240
SRR15283398	EPI_ISL_3024950
SRR15283399	EPI_ISL_3025239
SRR15283400	EPI_ISL_3025238
SRR15283401	EPI_ISL_3025237
SRR15283402	EPI_ISL_3025236
SRR15283403	EPI_ISL_3025235
SRR15283404	EPI_ISL_3025234
SRR15283405	EPI_ISL_3025096
SRR15283406	EPI_ISL_3025095
SRR15283407	EPI_ISL_3025094
SRR15283408	EPI_ISL_3025093
SRR15283409	EPI_ISL_3024949
SRR15283410	EPI_ISL_3025092
SRR15283411	EPI_ISL_3025091
SRR15283412	EPI_ISL_3025090
SRR15283413	EPI_ISL_3025089
SRR15283414	EPI_ISL_3025088
SRR15283415	EPI_ISL_3025087
SRR15283416	EPI_ISL_3025086
SRR15283417	EPI_ISL_3025085
SRR15283418	EPI_ISL_3025032
SRR15283421	EPI_ISL_3025031
SRR15283423	EPI_ISL_3025030
SRR15283425	EPI_ISL_3025029
SRR15283427	EPI_ISL_3025028
SRR15283429	EPI_ISL_3025027
SRR15283431	EPI_ISL_3025026
SRR15283433	EPI_ISL_3025025
SRR15283435	EPI_ISL_3025024
SRR15283437	EPI_ISL_3025023
SRR15283439	EPI_ISL_3024942
SRR15283441	EPI_ISL_3025022
SRR15283443	EPI_ISL_3025021
SRR15283444	EPI_ISL_3025020
SRR15283445	EPI_ISL_3025019
SRR15283446	EPI_ISL_3025018
SRR15283447	EPI_ISL_3025017
SRR15283448	EPI_ISL_3025016
SRR15283449	EPI_ISL_3025015
SRR15283450	EPI_ISL_3025014
SRR15283451	EPI_ISL_3025013
SRR15283452	EPI_ISL_3024941
SRR15283453	EPI_ISL_3025012
SRR15283454	EPI_ISL_3025011
SRR15283455	EPI_ISL_3025010
SRR15283456	EPI_ISL_3025009
SRR15283457	EPI_ISL_3025008
SRR15283458	EPI_ISL_3025007
SRR15283459	EPI_ISL_3025006
SRR15283460	EPI_ISL_3025005
SRR15283461	EPI_ISL_3025004
SRR15283462	EPI_ISL_3025003
SRR15283463	EPI_ISL_3024940
SRR15283464	EPI_ISL_3025002
SRR15283465	EPI_ISL_3025001
SRR15283466	EPI_ISL_3025000
SRR15283467	EPI_ISL_3024999
SRR15283468	EPI_ISL_3024998
SRR15283469	EPI_ISL_3024997
SRR15283470	EPI_ISL_3024996
SRR15283471	EPI_ISL_3024995
SRR15283472	EPI_ISL_3024994
SRR15283473	EPI_ISL_3024993
SRR15283474	EPI_ISL_3024939
SRR15283419	EPI_ISL_3025084
SRR15283476	EPI_ISL_3025083
SRR15283477	EPI_ISL_3024948
SRR15283478	EPI_ISL_3025082
SRR15283479	EPI_ISL_3025081
SRR15283480	EPI_ISL_3025080
SRR15283481	EPI_ISL_3025079
SRR15283482	EPI_ISL_3025078
SRR15283483	EPI_ISL_3025077
SRR15283484	EPI_ISL_3025076
SRR15283485	EPI_ISL_3025075
SRR15283486	EPI_ISL_3025074
SRR15283487	EPI_ISL_3025073
SRR15283488	EPI_ISL_3024947
SRR15283489	EPI_ISL_3025072
SRR15283490	EPI_ISL_3025071
SRR15283491	EPI_ISL_3025070
SRR15283492	EPI_ISL_3025069
SRR15283493	EPI_ISL_3025068
SRR15283494	EPI_ISL_3025067
SRR15283495	EPI_ISL_3025066
SRR15283496	EPI_ISL_3025065
SRR15283497	EPI_ISL_3025064
SRR15283498	EPI_ISL_3025063
SRR15283499	EPI_ISL_3024946
SRR15283500	EPI_ISL_3025062
SRR15283501	EPI_ISL_3025061
SRR15283502	EPI_ISL_3025060
