ACC	AGE
SRR14404031	19
SRR14404032	49
SRR14404033	24
SRR14404034	43
SRR14404035	33
SRR14404036	43
SRR14404037	42
SRR14404038	34
SRR14404039	47
SRR14404040	62
SRR14404041	41
SRR14404042	74
SRR14404043	90
SRR14404044	55
SRR14404045	39
SRR14404046	28
SRR14404047	17
SRR14404048	21
SRR14404049	39
SRR14404050	64
SRR14404051	36
SRR14404052	65
SRR14404053	17
SRR14404054	36
SRR14404055	58
SRR14404056	20
SRR14404057	37
SRR14404058	35
SRR14404059	15
SRR14404060	42
SRR14404061	38
SRR14404062	70
SRR14404063	75
SRR14404064	24
SRR14404065	30
SRR14404066	46
SRR14404067	48
SRR14404068	55
SRR14404069	52
SRR14404070	14
SRR14404071	75
SRR14404072	43
SRR14404073	71
SRR14404074	46
SRR14404075	66
SRR14404076	79
SRR14404077	48
SRR14404078	31
SRR14404079	66
SRR14404080	15
SRR14404081	56
SRR14404082	45
SRR14404083	45
SRR14404084	45
SRR14404085	75
SRR14404086	28
SRR14404087	51
SRR14404088	56
SRR14404089	46
SRR14404090	26
SRR14404091	83
SRR14404092	14
SRR14404093	11
SRR14404094	61
SRR14404095	52
SRR14404096	80
SRR14404097	58
SRR14404098	60
SRR14404099	50
SRR14404100	22
SRR14403612	56
SRR14403613	13
SRR14403614	11
SRR14403615	21
SRR14403616	15
SRR14403617	54
SRR14403618	39
SRR14403619	61
SRR14403620	25
SRR14403621	52
SRR14403622	37
SRR14403623	12
SRR14403624	52
SRR14403625	46
SRR14403626	48
SRR14403627	53
SRR14403628	43
SRR14403629	3
SRR14403630	0
SRR14403631	47
SRR14403632	26
SRR14403633	64
SRR14403634	5
SRR14403635	21
SRR14403636	50
SRR14403637	55
SRR14403638	14
SRR14403639	8
SRR14403640	61
SRR14403641	30
SRR14403642	26
SRR14403643	1
SRR14403644	43
SRR14403645	24
SRR14403646	30
SRR14403647	28
SRR14403648	14
SRR14403649	19
SRR14403650	55
SRR14403651	24
SRR14403652	30
SRR14403653	21
SRR14403654	46
SRR14403655	55
SRR14403656	41
SRR14403657	39
SRR14403658	56
SRR14403659	40
SRR14403660	53
SRR14403661	91
SRR14403662	40
SRR14403663	30
SRR14403664	55
SRR14403665	28
SRR14403666	48
SRR14403667	9
SRR14403668	4
SRR14403669	52
SRR14403670	29
SRR14403671	22
SRR14403672	24
SRR14403673	16
SRR14403674	33
SRR14403675	40
SRR14403676	51
SRR14403677	21
SRR14403678	20
SRR14403679	6
SRR14403680	50
SRR14403681	26
SRR14403682	63
SRR14403683	18
SRR14403684	62
SRR14403685	54
SRR14403686	27
SRR14403687	23
SRR14403688	55
SRR14403689	50
SRR14403690	27
SRR14403691	23
SRR14403692	10
SRR14403693	23
SRR14403694	57
SRR14403695	34
SRR14403696	15
SRR14403697	24
SRR14403698	59
SRR14403699	15
SRR14403700	27
SRR14403701	62
SRR14403702	45
SRR14403703	24
SRR14403704	17
SRR14403705	51
SRR14403706	70
SRR14403707	26
SRR14403708	49
SRR14403709	34
SRR14403710	31
SRR14403711	18
SRR14403712	32
SRR14403713	51
SRR14403714	36
SRR14403715	75
SRR14403716	10
SRR14403717	19
SRR14403718	22
SRR14403719	74
SRR14403720	30
SRR14403721	47
SRR14403722	11
SRR14403723	48
SRR14403724	46
SRR14403725	34
SRR14403726	17
SRR14403727	30
SRR14403728	62
SRR14403729	16
SRR14403730	33
SRR14403731	62
SRR14403732	20
SRR14403733	11
SRR14403734	53
SRR14403735	41
SRR14403736	23
SRR14403737	33
SRR14403738	42
SRR14403739	17
SRR14403740	32
SRR14403741	74
SRR14403742	53
SRR14403743	38
SRR14403744	29
SRR14403745	32
SRR14403746	39
SRR14403747	25
SRR14403748	23
SRR14403749	62
SRR14403750	8
SRR14403751	19
SRR14403752	15
SRR14403753	76
SRR14403754	32
SRR14403755	16
SRR14403756	62
SRR14403757	28
SRR14403758	39
SRR14403759	56
SRR14403760	8
SRR14403761	33
SRR14403762	35
SRR14403763	70
SRR14403764	26
SRR14403433	47
SRR14403434	56
SRR14403435	24
SRR14403436	44
SRR14403437	27
SRR14403438	53
SRR14403439	61
SRR14403440	25
SRR14403441	52
SRR14403442	20
SRR14403443	61
SRR14403444	20
SRR14403445	20
SRR14403446	47
SRR14403447	25
SRR14403448	16
SRR14403449	18
SRR14403450	54
SRR14403451	37
SRR14403452	71
SRR14403453	27
SRR14403454	19
SRR14403455	49
SRR14403456	57
SRR14403457	72
SRR14403458	73
SRR14403459	19
SRR14403460	20
SRR14403461	47
SRR14403462	15
SRR14403463	17
SRR14403464	49
SRR14403465	34
SRR14403466	40
SRR14403467	32
SRR14403468	37
SRR14403469	72
SRR14403470	27
SRR14403471	42
SRR14403472	56
SRR14403473	47
SRR14403474	27
SRR14403475	56
SRR14403476	39
SRR14403477	52
SRR14403478	42
SRR14403479	45
SRR14403480	45
SRR14403481	62
SRR14403482	56
SRR14403483	17
SRR14403484	24
SRR14403485	18
SRR14403486	59
SRR14403487	47
SRR14403488	61
SRR14403489	25
SRR14403490	61
SRR14403491	66
SRR14403492	1
SRR14403493	14
SRR14403494	0
SRR14403495	43
SRR14403496	47
SRR14403497	48
SRR14403498	34
SRR14403499	16
SRR14403500	49
SRR14403501	25
SRR14403502	52
SRR14403503	28
SRR14403504	20
SRR14403505	70
SRR14403506	62
SRR14403507	66
SRR14403508	54
SRR14403509	36
SRR14403510	1
SRR14403511	28
SRR14403512	20
SRR14403513	31
SRR14403514	19
SRR14403515	58
SRR14403516	10
SRR14403517	14
SRR14403518	75
SRR14403519	64
SRR14403520	37
SRR14403521	40
SRR14403522	50
SRR14403523	18
SRR14403524	11
SRR14403525	17
SRR14403526	52
SRR14403527	42
SRR14403528	25
SRR14403529	24
SRR14403530	58
SRR14403531	11
SRR14403532	15
SRR14403533	54
SRR14403534	48
SRR14403535	33
SRR14403536	17
SRR14403537	20
SRR14403538	29
SRR14403539	34
SRR14403540	81
SRR14403541	21
SRR14403542	23
SRR14403543	14
SRR14403544	6
SRR14403545	7
SRR14403546	55
SRR14403547	60
SRR14403548	29
SRR14403549	20
SRR14403550	79
SRR14403551	21
SRR14403552	57
SRR14403553	40
SRR14403554	49
SRR14403555	19
SRR14403556	20
SRR14403557	35
SRR14403558	37
SRR14403559	15
SRR14403560	37
SRR14403561	26
SRR14403562	48
SRR14403563	26
SRR14403564	4
SRR14403565	56
SRR14403566	19
SRR14403567	16
SRR14403568	33
SRR14403569	33
SRR14403570	32
SRR14403571	18
SRR14403572	11
SRR14403573	28
SRR14403574	23
SRR14403575	64
SRR14403576	54
SRR14403577	34
SRR14403578	28
SRR14403579	29
SRR14403580	1
SRR14403581	42
SRR14403582	45
SRR14403583	64
SRR14403584	37
SRR14403585	35
SRR14403586	17
SRR14403587	20
SRR14403588	59
SRR14403589	31
SRR14403590	25
SRR14403591	27
SRR14403592	12
SRR14403593	38
SRR14403594	52
SRR14403595	46
SRR14403596	39
SRR14403597	32
SRR14403598	49
SRR14403599	71
SRR14403121	10
SRR14403122	25
SRR14403123	25
SRR14403124	63
SRR14403125	43
SRR14403126	37
SRR14403127	11
SRR14403128	21
SRR14403129	37
SRR14403130	8
SRR14403131	62
SRR14403132	28
SRR14403133	31
SRR14403134	18
SRR14403135	66
SRR14403136	69
SRR14403137	73
SRR14403138	28
SRR14403139	29
SRR14403140	24
SRR14403141	43
SRR14403142	23
SRR14403143	43
SRR14403144	49
SRR14403145	59
SRR14403146	51
SRR14403147	72
SRR14403148	69
SRR14403149	62
SRR14403150	37
SRR14403151	55
SRR14403152	2
SRR14403153	80
SRR14403154	50
SRR14403155	18
SRR14403156	31
SRR14403157	20
SRR14403158	16
SRR14403159	30
SRR14403160	21
SRR14403161	0
SRR14403162	43
SRR14403163	26
SRR14403164	17
SRR14403165	63
SRR14403166	36
SRR14403167	23
SRR14403168	27
SRR14403169	55
SRR14403170	52
SRR14403171	37
SRR14403172	48
SRR14403173	17
SRR14403174	79
SRR14403175	60
SRR14403176	24
SRR14403177	10
SRR14403178	15
SRR14403179	27
SRR14403180	39
SRR14403181	56
SRR14403182	69
SRR14403183	47
SRR14403184	61
SRR14403185	40
SRR14403186	67
SRR14403187	20
SRR14403188	39
SRR14403189	50
SRR14403190	29
SRR14403191	46
SRR14403192	61
SRR14403193	50
SRR14403194	61
SRR14403195	18
SRR14403196	67
SRR14403197	26
SRR14403198	15
SRR14403199	42
SRR14403200	73
SRR14403201	35
SRR14403202	64
SRR14403203	66
SRR14403204	64
SRR14403205	9
SRR14403206	44
SRR14403207	32
SRR14403208	56
SRR14403209	26
SRR14403210	31
SRR14403211	58
SRR14403212	37
SRR14403213	23
SRR14403214	59
SRR14403215	8
SRR14403216	51
SRR14403217	30
SRR14403218	52
SRR14403219	17
SRR14403220	49
SRR14403221	9
SRR14403222	28
SRR14403223	22
SRR14403224	37
SRR14403225	66
SRR14403226	48
SRR14403227	25
SRR14403228	20
SRR14403229	17
SRR14403230	19
SRR14403231	39
SRR14403232	28
SRR14403233	72
SRR14403234	36
SRR14403235	33
SRR14403236	17
SRR14403237	49
SRR14403238	12
SRR14403239	93
SRR14403240	14
SRR14403241	27
SRR14403242	18
SRR14403243	32
SRR14403244	69
SRR14403245	56
SRR14403246	62
SRR14403247	26
SRR14403248	44
SRR14403249	19
SRR14403250	38
SRR14403251	43
SRR14403252	34
SRR14403253	42
SRR14403254	34
SRR14403255	36
SRR14403256	32
SRR14403257	11
SRR14403258	20
SRR14403259	55
SRR14403260	46
SRR14403261	24
SRR14403262	29
SRR14403263	53
SRR14403264	41
SRR14403265	2
SRR14403266	24
SRR14403267	32
SRR14403268	55
SRR14403269	19
SRR14403270	51
SRR14403271	54
SRR14403272	49
SRR14403273	53
SRR14403274	35
SRR14403275	47
SRR14403276	80
SRR14403277	48
SRR14403278	50
SRR14403279	14
SRR14403280	58
SRR14403281	54
SRR14403282	46
SRR14403283	59
SRR14403284	10
SRR14403285	10
SRR14403286	58
SRR14403287	51
SRR14403288	56
SRR14403289	52
SRR14403290	57
SRR14403291	40
SRR14403292	44
SRR14403293	49
SRR14403294	59
SRR14403295	17
SRR14403296	28
SRR14403297	24
SRR14403298	37
SRR14403299	53
SRR14403300	46
SRR14403301	94
SRR14403302	39
SRR14403303	29
SRR14403304	54
SRR14403305	59
SRR14403306	45
SRR14403307	19
SRR14403308	84
SRR14403309	34
SRR14403310	26
SRR14403311	97
SRR14403312	16
SRR14403313	46
SRR14403314	59
SRR14403315	45
SRR14403316	27
SRR14403317	50
SRR14403318	26
SRR14403319	13
SRR14403320	47
SRR14403321	15
SRR14403322	66
SRR14403323	10
SRR14403324	27
SRR14403325	16
SRR14403326	40
SRR14403327	36
SRR14403328	44
SRR14403329	3
SRR14403330	47
SRR14403331	18
SRR14403332	61
SRR14403333	37
SRR14403334	64
SRR14403335	55
SRR14403336	21
SRR14403337	24
SRR14403338	58
SRR14403339	60
SRR14403340	40
SRR14403341	32
SRR14403342	33
SRR14403343	51
SRR14403344	47
SRR14403345	55
SRR14403346	66
SRR14403347	59
SRR14403348	40
SRR14403349	72
SRR14403350	41
SRR14403351	35
SRR14403352	40
SRR14403353	55
SRR14403354	40
SRR14403355	18
SRR14403356	14
SRR14403357	65
SRR14403358	68
SRR14403359	36
SRR14403360	56
SRR14403361	23
SRR14403362	51
SRR14403363	45
SRR14403364	23
SRR14403365	23
SRR14403366	46
SRR14403367	46
SRR14403368	35
SRR14403369	63
SRR14403370	50
SRR14403371	48
SRR14403372	52
SRR14403373	24
SRR14403374	42
SRR14403375	14
SRR14403376	44
SRR14403377	49
SRR14403378	44
SRR14403379	19
SRR14403380	38
SRR14403381	46
SRR14403382	20
SRR14403383	21
SRR14403384	16
SRR14403385	54
SRR14403386	64
SRR14403387	24
SRR14403388	45
SRR14403389	61
SRR14403390	50
SRR14403391	32
SRR14403392	62
SRR14403393	27
SRR14403394	46
SRR14403395	17
SRR14403396	33
SRR14403397	45
SRR14403398	33
SRR14403399	14
SRR14403400	33
SRR14403401	71
SRR14403402	45
SRR14403403	46
SRR14403404	46
SRR14403405	52
SRR14403406	56
SRR14403407	20
SRR14403408	68
SRR14403409	54
SRR14403410	22
SRR14403411	15
SRR14403412	23
SRR14403413	64
SRR14403414	22
SRR14403415	58
SRR14403416	56
SRR14403417	39
SRR14403418	19
SRR14403419	22
SRR14403420	18
SRR14403421	10
SRR14403422	3
SRR14403423	29
SRR14403424	18
SRR14403425	55
SRR14403426	48
SRR14403427	0
SRR14403428	80
SRR14403429	48
SRR14403430	58
SRR14403431	22
SRR14403432	61
SRR14402808	33
SRR14402809	38
SRR14402810	30
SRR14402811	41
SRR14402812	1
SRR14402813	54
SRR14402814	8
SRR14402815	53
SRR14402816	68
SRR14402817	53
SRR14402818	63
SRR14402819	23
SRR14402820	52
SRR14402821	31
SRR14402822	57
SRR14402823	22
SRR14402824	57
SRR14402825	44
SRR14402826	52
SRR14402827	70
SRR14402828	80
SRR14402829	49
SRR14402830	30
SRR14402831	57
SRR14402832	42
SRR14402833	8
SRR14402834	59
SRR14402835	13
SRR14402836	27
SRR14402837	32
SRR14402838	27
SRR14402839	35
SRR14402840	13
SRR14402841	19
SRR14402842	3
SRR14402843	55
SRR14402844	40
SRR14402845	21
SRR14402846	30
SRR14402847	20
SRR14402848	22
SRR14402849	28
SRR14402850	29
SRR14402851	11
SRR14402852	39
SRR14402853	65
SRR14402854	4
SRR14402855	12
SRR14402856	11
SRR14402857	56
SRR14402858	28
SRR14402859	57
SRR14402860	93
SRR14402861	29
SRR14402862	17
SRR14402863	24
SRR14402864	59
SRR14402865	20
SRR14402866	27
SRR14402867	54
SRR14402868	33
SRR14402869	56
SRR14402870	40
SRR14402871	28
SRR14402872	54
SRR14402873	68
SRR14402874	56
SRR14402875	10
SRR14402876	21
SRR14402877	39
SRR14402878	25
SRR14402879	15
SRR14402880	47
SRR14402881	65
SRR14402882	27
SRR14402883	59
SRR14402884	14
SRR14402885	27
SRR14402886	39
SRR14402887	33
SRR14402888	32
SRR14402889	50
SRR14402890	52
SRR14402891	42
SRR14402892	70
SRR14402893	41
SRR14402894	67
SRR14402895	36
SRR14402896	65
SRR14402897	40
SRR14402898	59
SRR14402899	16
SRR14402900	55
SRR14402901	56
SRR14402902	57
SRR14402903	35
SRR14402904	43
SRR14402905	54
SRR14402906	59
SRR14402907	15
SRR14402908	39
SRR14402909	12
SRR14402910	22
SRR14402911	61
SRR14402912	53
SRR14402913	22
SRR14402914	8
SRR14402915	51
SRR14402916	32
SRR14402917	35
SRR14402918	38
SRR14402919	21
SRR14402920	1
SRR14402921	46
SRR14402922	31
SRR14402923	32
SRR14402924	5
SRR14402925	42
SRR14402926	44
SRR14402927	58
SRR14402928	28
SRR14402929	27
SRR14402930	50
SRR14402931	31
SRR14402932	17
SRR14402933	53
SRR14402934	41
SRR14402935	63
SRR14402936	50
SRR14402937	7
SRR14402938	52
SRR14402939	56
SRR14402940	30
SRR14402941	49
SRR14402942	59
SRR14402943	46
SRR14402944	44
SRR14402945	61
SRR14402946	46
SRR14402947	59
SRR14402948	45
SRR14402949	45
SRR14402950	64
SRR14402951	26
SRR14402952	16
SRR14402953	34
SRR14402954	59
SRR14402955	50
SRR14402956	18
SRR14402957	31
SRR14402958	41
SRR14402959	53
SRR14402960	43
SRR14402961	35
SRR14402962	28
SRR14402963	50
SRR14402964	22
SRR14402965	33
SRR14402966	50
SRR14402967	24
SRR14402968	50
SRR14402969	21
SRR14402970	27
SRR14402971	63
SRR14402972	55
SRR14402973	61
SRR14402974	23
SRR14402975	60
SRR14402976	62
SRR14402977	28
SRR14402978	48
SRR14402979	73
SRR14402980	0
SRR14402981	47
SRR14402982	72
SRR14402983	27
SRR14402984	64
SRR14402985	50
SRR14402986	13
SRR14402987	42
SRR14402988	32
SRR14402989	53
SRR14402990	21
SRR14402991	16
SRR14402992	33
SRR14402993	58
SRR14402994	19
SRR14402995	34
SRR14402996	23
SRR14402997	62
SRR14402998	69
SRR14402999	12
SRR14403000	73
SRR14403001	21
SRR14403002	63
SRR14403003	46
SRR14403004	43
SRR14403005	23
SRR14403006	21
SRR14403007	30
SRR14403008	74
SRR14403009	8
SRR14403010	41
SRR14403011	27
SRR14403012	25
SRR14403013	26
SRR14403014	19
SRR14403015	52
SRR14403016	23
SRR14403017	49
SRR14403018	24
SRR14403019	12
SRR14403020	41
SRR14403021	42
SRR14403022	58
SRR14403023	50
SRR14403024	27
SRR14403025	31
SRR14403026	32
SRR14403027	19
SRR14403028	48
SRR14403029	44
SRR14403030	0
SRR14403031	22
SRR14403032	45
SRR14403033	32
SRR14403034	37
SRR14403035	64
SRR14403036	23
SRR14403037	30
SRR14403038	68
SRR14403039	69
SRR14403040	5
SRR14403041	82
SRR14403042	84
SRR14403043	8
SRR14403044	82
SRR14403045	29
SRR14403046	46
SRR14403047	45
SRR14403048	18
SRR14403049	31
SRR14403050	57
SRR14403051	35
SRR14403052	28
SRR14403053	36
SRR14403054	32
SRR14403055	12
SRR14403056	53
SRR14403057	62
SRR14403058	57
SRR14403059	45
SRR14403060	43
SRR14403061	28
SRR14403062	55
SRR14403063	19
SRR14403064	45
SRR14403065	38
SRR14403066	20
SRR14403067	60
SRR14403068	42
SRR14403069	54
SRR14403070	79
SRR14403071	14
SRR14403072	22
SRR14403073	42
SRR14403074	26
SRR14403075	29
SRR14403076	39
SRR14403077	28
SRR14403078	53
SRR14403079	57
SRR14403080	62
SRR14403081	14
SRR14403082	53
SRR14403083	0
SRR14403084	47
SRR14403085	63
SRR14403086	17
SRR14403087	48
SRR14403088	51
SRR14403089	42
SRR14403090	25
SRR14403091	54
SRR14403092	52
SRR14403093	52
SRR14403094	32
SRR14403095	48
SRR14403096	17
SRR14403097	25
SRR14403098	41
SRR14403099	24
SRR14403100	46
SRR14403101	72
SRR14403102	52
SRR14403103	38
SRR14403104	23
SRR14403105	53
SRR14403106	55
SRR14403107	57
SRR14403108	21
SRR14403109	14
SRR14403110	18
SRR14403111	83
SRR14403112	41
SRR14403113	38
SRR14403114	22
SRR14403115	9
SRR14403116	16
SRR14403117	46
SRR14403118	37
SRR14403119	18
SRR14401830	21
SRR14401831	2
SRR14401832	46
SRR14401833	29
SRR14401834	65
SRR14401835	34
SRR14401836	51
SRR14401837	51
SRR14401838	43
SRR14401839	64
SRR14401840	35
SRR14401841	36
SRR14401842	43
SRR14401843	45
SRR14401844	17
SRR14401845	36
SRR14401846	25
SRR14401847	51
SRR14401848	66
SRR14401849	31
SRR14401850	48
SRR14401851	55
SRR14401852	58
SRR14401853	31
SRR14401854	27
SRR14401855	69
SRR14401856	27
SRR14401857	16
SRR14401858	38
SRR14401859	20
SRR14401860	52
SRR14401861	30
SRR14401862	16
SRR14401863	37
SRR14401864	60
SRR14401865	49
SRR14401866	53
SRR14401867	21
SRR14401868	38
SRR14401869	32
SRR14401870	63
SRR14401871	28
SRR14401872	49
SRR14401873	18
SRR14401874	22
SRR14401875	39
SRR14401876	54
SRR14401877	34
SRR14401878	24
SRR14401879	23
SRR14401880	43
SRR14401881	24
SRR14401882	54
SRR14401883	62
SRR14401884	51
SRR14401885	19
SRR14401886	9
SRR14401887	16
SRR14401888	23
SRR14401889	68
SRR14401890	27
SRR14401891	59
SRR14401892	22
SRR14401893	53
SRR14401894	51
SRR14401895	49
SRR14401896	38
SRR14401897	12
SRR14401898	53
SRR14401899	39
SRR14401900	36
SRR14401901	10
SRR14401902	53
SRR14401903	62
SRR14401904	52
SRR14401905	72
SRR14401906	16
SRR14401907	30
SRR14401908	27
SRR14401909	63
SRR14401910	53
SRR14401911	67
SRR14401912	39
SRR14401913	31
SRR14401914	49
SRR14401915	17
SRR14401916	77
SRR14401917	56
SRR14401918	41
SRR14401919	32
SRR14401920	74
SRR14401921	60
SRR14401922	35
SRR14401923	54
SRR14401924	38
SRR14401925	53
SRR14401926	28
SRR14401927	44
SRR14401928	48
SRR14401929	44
SRR14401930	58
SRR14401931	62
SRR14401932	38
SRR14401933	37
SRR14401934	39
SRR14401935	63
SRR14401936	20
SRR14401937	42
SRR14401938	31
SRR14401939	66
SRR14401940	24
SRR14401941	25
SRR14401942	50
SRR14401943	43
SRR14401944	22
SRR14401945	28
SRR14401946	55
SRR14401947	33
SRR14401948	28
SRR14401949	50
SRR14401950	67
SRR14401951	15
SRR14401952	55
SRR14401953	46
SRR14401954	37
SRR14401955	42
SRR14401956	37
SRR14401957	18
SRR14401958	17
SRR14401959	49
SRR14401960	50
SRR14401961	13
SRR14401962	39
SRR14401963	72
SRR14401964	29
SRR14401965	75
SRR14401966	33
SRR14401967	36
SRR14401968	21
SRR14401969	48
SRR14401970	43
SRR14401971	24
SRR14401972	58
SRR14401973	22
SRR14401974	48
SRR14401975	18
SRR14401976	17
SRR14401977	6
SRR14401978	71
SRR14401979	16
SRR14401980	20
SRR14401981	51
SRR14401982	37
SRR14401983	0
SRR14401984	70
SRR14401985	17
SRR14401986	27
SRR14401987	25
SRR14401988	22
SRR14401989	18
SRR14401990	58
SRR14401991	22
SRR14401992	22
SRR14401993	73
SRR14401994	46
SRR14401995	16
SRR14401996	55
SRR14401997	44
SRR14401998	49
SRR14401999	36
SRR14402000	31
SRR14402001	54
SRR14402002	42
SRR14402003	11
SRR14402004	84
SRR14402005	15
SRR14402006	70
SRR14402007	18
SRR14402008	18
SRR14402009	32
SRR14402010	14
SRR14402011	27
SRR14402012	58
SRR14402013	64
SRR14402014	18
SRR14402015	66
SRR14402016	2
SRR14402017	7
SRR14402018	24
SRR14402019	62
SRR14402020	8
SRR14402021	54
SRR14402022	30
SRR14402023	59
SRR14402024	26
SRR14402025	10
SRR14402026	47
SRR14402027	47
SRR14402028	35
SRR14402029	69
SRR14402030	64
SRR14402031	54
SRR14402032	21
SRR14402033	33
SRR14402034	86
SRR14402035	68
SRR14402036	45
SRR14402037	15
SRR14402038	55
SRR14402039	21
SRR14402040	31
SRR14402041	21
SRR14402042	32
SRR14402043	31
SRR14402044	63
SRR14402045	27
SRR14402046	15
SRR14402047	41
SRR14402048	28
SRR14402049	17
SRR14402050	26
SRR14402051	74
SRR14402052	37
SRR14402053	7
SRR14402054	74
SRR14402055	67
SRR14402056	23
SRR14402057	33
SRR14402058	35
SRR14402059	19
SRR14402060	55
SRR14402061	4
SRR14402062	31
SRR14402063	10
SRR14402064	69
SRR14402065	33
SRR14402066	19
SRR14402067	48
SRR14402068	54
SRR14402069	40
SRR14402070	40
SRR14402071	25
SRR14402072	51
SRR14402073	45
SRR14402074	39
SRR14402075	85
SRR14402076	41
SRR14402077	20
SRR14402078	61
SRR14402079	16
SRR14402080	29
SRR14402081	40
SRR14402082	65
SRR14402083	31
SRR14402084	56
SRR14402085	0
SRR14402086	84
SRR14402087	54
SRR14402088	49
SRR14402089	18
SRR14402090	13
SRR14402091	78
SRR14402092	58
SRR14402093	53
SRR14402094	89
SRR14402095	54
SRR14402096	64
SRR14402097	57
SRR14402098	69
SRR14402099	64
SRR14402100	66
SRR14402101	50
SRR14402102	51
SRR14402103	21
SRR14402104	2
SRR14402105	49
SRR14402106	31
SRR14402107	59
SRR14402108	20
SRR14402109	64
SRR14402110	24
SRR14402111	53
SRR14402112	23
SRR14402113	20
SRR14402114	55
SRR14402115	29
SRR14402116	56
SRR14402117	34
SRR14402118	65
SRR14402119	27
SRR14402120	22
SRR14402121	13
SRR14402122	42
SRR14402123	43
SRR14402124	25
SRR14402125	31
SRR14402126	16
SRR14402127	61
SRR14402128	55
SRR14402129	31
SRR14402130	65
SRR14402131	30
SRR14402132	66
SRR14402133	13
SRR14402134	40
SRR14402135	52
SRR14402136	22
SRR14402137	39
SRR14402138	58
SRR14402139	76
SRR14402140	32
SRR14402141	4
SRR14402142	58
SRR14402143	11
SRR14402144	55
SRR14402145	34
SRR14402146	49
SRR14402147	46
SRR14402148	63
SRR14402149	25
SRR14402150	34
SRR14402151	43
SRR14402152	37
SRR14402153	58
SRR14402154	34
SRR14402155	50
SRR14401809	39
SRR14401810	41
SRR14401811	35
SRR14401812	50
SRR14401813	32
SRR14401814	28
SRR14401815	43
SRR14401816	14
SRR14401817	29
SRR14401818	56
SRR14401819	78
SRR14401820	90
SRR14401821	14
SRR14401822	24
SRR14401823	70
SRR14401824	56
SRR14401825	23
SRR14401826	29
SRR14401827	59
SRR14401473	30
SRR14401474	75
SRR14401475	82
SRR14401476	35
SRR14401477	80
SRR14401478	48
SRR14401479	40
SRR14401480	44
SRR14401481	19
SRR14401482	56
SRR14401483	61
SRR14401484	41
SRR14401485	35
SRR14401486	48
SRR14401487	26
SRR14401488	54
SRR14401489	32
SRR14401490	22
SRR14401491	53
SRR14401492	45
SRR14401493	16
SRR14401494	22
SRR14401495	17
SRR14401496	42
SRR14401497	47
SRR14401498	35
SRR14401499	27
SRR14401500	47
SRR14401501	44
SRR14401502	5
SRR14401503	37
SRR14401504	53
SRR14401505	29
SRR14401506	51
SRR14401507	38
SRR14401508	42
SRR14401509	31
SRR14401510	30
SRR14401511	31
SRR14401512	24
SRR14401513	24
SRR14401514	55
SRR14401515	70
SRR14401516	39
SRR14401517	33
SRR14401518	22
SRR14401519	34
SRR14401520	43
SRR14401521	41
SRR14401522	14
SRR14401523	3
SRR14401524	15
SRR14401525	6
SRR14401526	32
SRR14401527	8
SRR14401528	32
SRR14401529	55
SRR14401530	43
SRR14401531	15
SRR14401532	37
SRR14401533	40
SRR14401534	36
SRR14401535	56
SRR14401536	46
SRR14401537	5
SRR14401538	41
SRR14401539	22
SRR14401540	28
SRR14401541	27
SRR14401542	45
SRR14401543	21
SRR14401544	11
SRR14401545	0
SRR14401546	38
SRR14401547	36
SRR14401548	44
SRR14401549	54
SRR14401550	30
SRR14401551	61
SRR14401552	47
SRR14401553	23
SRR14401554	79
SRR14401555	33
SRR14401556	54
SRR14401557	38
SRR14401558	33
SRR14401559	35
SRR14401560	66
SRR14401561	34
SRR14401562	29
SRR14401563	26
SRR14401564	37
SRR14401565	57
SRR14401566	53
SRR14401567	69
SRR14401568	53
SRR14401569	20
SRR14401570	51
SRR14401571	16
SRR14401572	57
SRR14401573	38
SRR14401574	17
SRR14401575	18
SRR14401576	29
SRR14401577	13
SRR14401578	57
SRR14401579	8
SRR14401580	8
SRR14401581	39
SRR14401582	61
SRR14401583	47
SRR14401584	38
SRR14401585	39
SRR14401586	32
SRR14401587	51
SRR14401588	6
SRR14401589	30
SRR14401590	28
SRR14401591	27
SRR14401592	29
SRR14401593	78
SRR14401594	14
SRR14401595	11
SRR14401596	52
SRR14401597	17
SRR14401598	52
SRR14401599	23
SRR14401600	55
SRR14401601	49
SRR14401602	26
SRR14401603	19
SRR14401604	69
SRR14401605	10
SRR14401606	70
SRR14401607	27
SRR14401608	50
SRR14401609	34
SRR14401610	29
SRR14401611	48
SRR14401612	66
SRR14401613	71
SRR14401614	48
SRR14401615	48
SRR14401616	27
SRR14401617	51
SRR14401618	14
SRR14401619	55
SRR14401620	22
SRR14401621	47
SRR14401622	50
SRR14401623	85
SRR14401624	25
SRR14401625	25
SRR14401626	37
SRR14401627	15
SRR14401628	20
SRR14401629	48
SRR14401630	48
SRR14401631	61
SRR14401632	40
SRR14401633	55
SRR14401634	49
SRR14401635	21
SRR14401636	28
SRR14401637	53
SRR14401638	36
SRR14401639	21
SRR14401640	47
SRR14401641	57
SRR14401642	47
SRR14401643	20
SRR14401644	29
SRR14401645	2
SRR14401646	42
SRR14401647	6
SRR14401648	51
SRR14401649	12
SRR14401650	23
SRR14401651	27
SRR14401652	24
SRR14401653	53
SRR14401654	25
SRR14401655	32
SRR14401656	51
SRR14401657	19
SRR14401658	25
SRR14401659	52
SRR14401660	5
SRR14401661	10
SRR14401662	15
SRR14401663	17
SRR14401664	40
SRR14401665	54
SRR14401666	59
SRR14401667	65
