ACC	AGE
SRR15230009	43
SRR15230010	41
SRR15230011	42
SRR15230012	23
SRR15230013	9
SRR15230014	43
SRR15230015	9
SRR15230016	38
SRR15230017	32
SRR15230018	31
SRR15229627	20
SRR15229628	37
SRR15229629	45
SRR15229630	25
SRR15229631	3
SRR15229632	44
SRR15229633	37
SRR15229634	67
SRR15229635	40
SRR15229636	23
SRR15229637	22
SRR15229638	10
SRR15229639	6
SRR15229640	20
SRR15229641	37
SRR15229642	62
SRR15229643	47
SRR15229644	18
SRR15229645	65
SRR15229646	60
SRR15229647	25
SRR15229648	45
SRR15229649	29
SRR15229650	24
SRR15229651	33
SRR15229652	35
SRR15229653	23
SRR15229654	51
SRR15229655	29
SRR15229656	38
SRR15229657	40
SRR15229658	10
SRR15229659	53
SRR15229660	35
SRR15229661	43
SRR15229662	14
SRR15229663	70
SRR15229664	36
SRR15229665	73
SRR15229666	32
SRR15229667	57
SRR15229668	39
SRR15229669	11
SRR15229670	53
SRR15229671	28
SRR15229672	8
SRR15229673	39
SRR15229674	42
SRR15229675	12
SRR15229676	36
SRR15229677	28
SRR15229678	39
SRR15229679	16
SRR15229680	29
SRR15229681	33
SRR15229682	27
SRR15229683	22
SRR15229684	44
SRR15229685	41
SRR15229686	35
SRR15229687	47
SRR15229688	21
SRR15229689	20
SRR15229690	8
SRR15229691	39
SRR15229692	20
SRR15229693	34
SRR15229694	29
SRR15229695	46
SRR15229696	52
SRR15229697	36
SRR15229698	67
SRR15229699	13
SRR15229700	7
SRR15229701	34
SRR15229702	31
SRR15229703	24
SRR15229704	25
SRR15229705	15
SRR15229706	45
SRR15229707	48
SRR15229708	46
SRR15229709	12
SRR15229710	2
SRR15229711	35
SRR15229712	43
SRR15229713	64
SRR15229714	37
SRR15229715	46
SRR15229716	88
SRR15229717	23
SRR15229718	26
SRR15229719	31
SRR15229720	17
SRR15229721	27
SRR15229722	9
SRR15229723	71
SRR15229724	53
SRR15229725	65
SRR15229726	50
SRR15229727	35
SRR15229728	18
SRR15229729	56
SRR15229730	19
SRR15229731	18
SRR15229732	24
SRR15229733	26
SRR15229734	39
SRR15229735	28
SRR15229736	42
SRR15229737	19
SRR15229738	63
SRR15229739	39
SRR15229740	23
SRR15229741	4
SRR15229742	32
SRR15229743	34
SRR15229744	66
SRR15229745	70
SRR15229746	34
SRR15229747	30
SRR15229748	29
SRR15229749	48
SRR15229750	22
SRR15229751	11
SRR15229752	40
SRR15229753	15
SRR15229754	38
SRR15229755	52
SRR15229756	24
SRR15229757	52
SRR15229758	37
SRR15229759	35
SRR15229760	67
SRR15229761	35
SRR15229762	20
SRR15229763	45
SRR15229764	48
SRR15229765	62
SRR15229766	70
SRR15229767	23
SRR15229768	76
SRR15229769	19
SRR15229770	67
SRR15229771	48
SRR15229772	52
SRR15229773	12
SRR15229774	33
SRR15229775	67
SRR15229776	13
SRR15229777	51
SRR15229778	33
SRR15229779	82
SRR15229780	21
SRR15229781	44
SRR15229782	12
SRR15229783	27
SRR15229784	82
SRR15229785	54
SRR15229786	26
SRR15229787	25
SRR15229788	45
SRR15229789	50
SRR15229790	50
SRR15229791	31
SRR15229792	31
SRR15229793	23
SRR15229794	46
SRR15229795	8
SRR15229796	57
SRR15229797	27
SRR15229798	15
SRR15229799	20
SRR15229800	26
SRR15229801	72
SRR15229802	23
SRR15229803	62
SRR15229804	47
SRR15229805	64
SRR15229806	14
SRR15229807	48
SRR15229808	76
SRR15229809	38
SRR15229810	48
SRR15229811	28
SRR15229812	38
SRR15229813	53
SRR15229814	23
SRR15229815	13
SRR15229816	44
SRR15229817	1
SRR15229818	41
SRR15229819	31
SRR15229820	57
SRR15229821	63
SRR15229822	24
SRR15229823	75
SRR15229824	56
SRR15229825	76
SRR15229826	25
SRR15229827	31
SRR15229828	1
SRR15229829	24
SRR15229830	10
SRR15229831	57
SRR15229832	53
SRR15229833	35
SRR15229834	21
SRR15229835	27
SRR15229836	64
SRR15229837	66
SRR15229838	55
SRR15229839	46
SRR15229840	52
SRR15229841	43
SRR15229842	23
SRR15229843	26
SRR15229844	21
SRR15229845	71
SRR15229846	30
SRR15229847	83
SRR15229848	28
SRR15229849	22
SRR15229850	38
SRR15229851	31
SRR15229852	32
SRR15229853	8
SRR15229854	28
SRR15229855	38
SRR15229856	41
SRR15229857	34
SRR15229858	21
SRR15229859	20
SRR15229860	56
SRR15229861	48
SRR15229862	23
SRR15229863	52
SRR15229864	46
SRR15229865	58
SRR15229866	65
SRR15229867	9
SRR15229868	30
SRR15229869	24
SRR15229870	31
SRR15229871	13
SRR15229872	12
SRR15229873	35
SRR15229874	25
SRR15229875	22
SRR15229876	5
SRR15229877	56
SRR15229878	27
SRR15229879	56
SRR15229880	53
SRR15229881	71
SRR15229882	38
SRR15229883	16
SRR15229884	73
SRR15229885	83
SRR15229886	16
SRR15229887	19
SRR15229888	60
SRR15229889	31
SRR15229890	22
SRR15229891	2
SRR15229892	68
SRR15229893	43
SRR15229894	38
SRR15229895	29
SRR15229896	37
SRR15229897	34
SRR15229898	26
SRR15229899	29
SRR15229900	4
SRR15229901	56
SRR15229902	24
SRR15229903	24
SRR15229904	30
SRR15229905	55
SRR15229906	36
SRR15229907	31
SRR15229908	72
SRR15229909	56
SRR15229910	13
SRR15229911	42
SRR15229912	10
SRR15229913	36
SRR15229914	25
SRR15229915	63
SRR15229916	37
SRR15229917	26
SRR15229918	38
SRR15229919	75
SRR15229920	7
SRR15229921	17
SRR15229922	33
SRR15229923	37
SRR15229924	36
SRR15229925	51
SRR15229926	34
SRR15229927	24
SRR15229928	40
SRR15229929	29
SRR15229930	18
SRR15229931	62
SRR15229932	33
SRR15229933	27
SRR15229934	41
SRR15229935	63
SRR15229936	29
SRR15229937	47
SRR15229938	63
SRR15229939	49
SRR15229940	48
SRR15229941	45
SRR15229942	31
SRR15229943	29
SRR15229944	56
SRR15229945	22
SRR15229946	6
SRR15229947	79
SRR15229948	57
SRR15229949	22
SRR15229950	18
SRR15229951	53
SRR15229952	10
SRR15229953	20
SRR15229954	50
SRR15229955	35
SRR15229956	34
SRR15229957	52
SRR15229958	50
SRR15229959	26
SRR15229960	20
SRR15229961	0
SRR15229962	35
SRR15229291	63
SRR15229292	37
SRR15229293	17
SRR15229294	70
SRR15229295	28
SRR15229296	78
SRR15229297	24
SRR15229298	24
SRR15229299	21
SRR15229300	65
SRR15229301	32
SRR15229302	38
SRR15229303	27
SRR15229304	20
SRR15229305	31
SRR15229306	29
SRR15229307	21
SRR15229308	13
SRR15229309	19
SRR15229310	42
SRR15229311	5
SRR15229312	20
SRR15229313	35
SRR15229314	46
SRR15229315	27
SRR15229316	47
SRR15229317	53
SRR15229318	17
SRR15229319	27
SRR15229320	49
SRR15229321	43
SRR15229322	3
SRR15229323	38
SRR15229324	30
SRR15229325	38
SRR15229326	32
SRR15229327	18
SRR15229328	15
SRR15229329	34
SRR15229330	68
SRR15229331	16
SRR15229332	56
SRR15229333	27
SRR15229334	30
SRR15229335	41
SRR15229336	36
SRR15229337	51
SRR15229338	43
SRR15229339	31
SRR15229340	44
SRR15229341	35
SRR15229342	41
SRR15229343	16
SRR15229344	38
SRR15229345	32
SRR15229346	33
SRR15229347	39
SRR15229348	58
SRR15229349	50
SRR15229350	14
SRR15229351	47
SRR15229352	46
SRR15229353	12
SRR15229354	39
SRR15229355	37
SRR15229356	18
SRR15229357	24
SRR15229358	14
SRR15229359	54
SRR15229360	17
SRR15229361	24
SRR15229362	33
SRR15229363	29
SRR15229364	24
SRR15229365	65
SRR15229366	23
SRR15229367	64
SRR15229368	24
SRR15229369	60
SRR15229370	23
SRR15229371	59
SRR15229372	38
SRR15229373	18
SRR15229374	44
SRR15229375	29
SRR15229376	65
SRR15229377	31
SRR15229378	37
SRR15229379	48
SRR15229380	51
SRR15229381	25
SRR15229382	27
SRR15229383	25
SRR15229384	29
SRR15229385	35
SRR15229386	22
SRR15229387	40
SRR15229388	35
SRR15229389	45
SRR15229390	21
SRR15229391	24
SRR15229392	41
SRR15229393	35
SRR15229394	16
SRR15229395	64
SRR15229396	11
SRR15229397	10
SRR15229398	35
SRR15229399	51
SRR15229400	18
SRR15229401	5
SRR15229402	20
SRR15229403	60
SRR15229404	37
SRR15229405	82
SRR15229406	36
SRR15229407	54
SRR15229408	52
SRR15229409	58
SRR15229410	50
SRR15229411	7
SRR15229412	24
SRR15229413	30
SRR15229414	54
SRR15229415	55
SRR15229416	43
SRR15229417	40
SRR15229418	56
SRR15229419	27
SRR15229420	31
SRR15229421	69
SRR15229422	23
SRR15229423	10
SRR15229424	44
SRR15229425	29
SRR15229426	49
SRR15229427	20
SRR15229428	18
SRR15229429	19
SRR15229430	18
SRR15229431	50
SRR15229432	30
SRR15229433	23
SRR15229434	62
SRR15229435	30
SRR15229436	19
SRR15229437	51
SRR15229438	25
SRR15229439	31
SRR15229440	26
SRR15229441	19
SRR15229442	11
SRR15229443	58
SRR15229444	14
SRR15229445	15
SRR15229446	25
SRR15229447	26
SRR15229448	20
SRR15229449	74
SRR15229450	73
SRR15229451	26
SRR15229452	55
SRR15229453	55
SRR15229454	36
SRR15229455	15
SRR15229456	13
SRR15229457	17
SRR15229458	28
SRR15229459	55
SRR15229460	30
SRR15229461	55
SRR15229462	16
SRR15229463	20
SRR15229464	36
SRR15229465	62
SRR15229466	10
SRR15229467	24
SRR15229468	53
SRR15229469	61
SRR15229470	20
SRR15229471	32
SRR15229472	33
SRR15229473	12
SRR15229474	32
SRR15229475	76
SRR15229476	20
SRR15229477	47
SRR15229478	44
SRR15229479	10
SRR15229480	76
SRR15229481	46
SRR15229482	27
SRR15229483	26
SRR15229484	49
SRR15229485	20
SRR15229486	33
SRR15229487	23
SRR15229488	25
SRR15229489	43
SRR15229490	4
SRR15229491	65
SRR15229492	48
SRR15229493	30
SRR15229494	20
SRR15229495	26
SRR15229496	6
SRR15229497	23
SRR15229498	35
SRR15229499	59
SRR15229500	40
SRR15229501	65
SRR15229502	28
SRR15229503	25
SRR15229504	68
SRR15229505	34
SRR15229506	73
SRR15229507	19
SRR15229508	62
SRR15229509	26
SRR15229510	65
SRR15229511	58
SRR15229512	35
SRR15229513	27
SRR15229514	32
SRR15229515	25
SRR15229516	40
SRR15229517	29
SRR15229518	10
SRR15229519	59
SRR15229520	68
SRR15229521	65
SRR15229522	9
SRR15229523	4
SRR15229524	33
SRR15229525	53
SRR15229526	47
SRR15229527	25
SRR15229528	68
SRR15229529	73
SRR15229530	37
SRR15229531	43
SRR15229532	57
SRR15229533	34
SRR15229534	13
SRR15229535	59
SRR15229536	26
SRR15229537	15
SRR15229538	41
SRR15229539	48
SRR15229540	49
SRR15229541	64
SRR15229542	27
SRR15229543	54
SRR15229544	29
SRR15229545	22
SRR15229546	27
SRR15229547	30
SRR15229548	35
SRR15229549	20
SRR15229550	24
SRR15229551	13
SRR15229552	25
SRR15229553	28
SRR15229554	30
SRR15229555	40
SRR15229556	31
SRR15229557	51
SRR15229558	47
SRR15229559	16
SRR15229560	14
SRR15229561	49
SRR15229562	32
SRR15229563	73
SRR15229564	26
SRR15229565	29
SRR15229566	10
SRR15229567	48
SRR15229568	40
SRR15229569	64
SRR15229570	79
SRR15229571	9
SRR15229572	49
SRR15229573	34
SRR15229574	60
SRR15229575	12
SRR15229576	27
SRR15229577	21
SRR15229578	73
SRR15229579	21
SRR15229580	63
SRR15229581	18
SRR15229582	33
SRR15229583	29
SRR15229584	33
SRR15229585	6
SRR15229586	37
SRR15229587	42
SRR15229588	31
SRR15229589	74
SRR15229590	27
SRR15229591	32
SRR15229592	23
SRR15229593	34
SRR15229594	62
SRR15229595	62
SRR15229596	9
SRR15229597	22
SRR15229598	59
SRR15229599	21
SRR15229600	44
SRR15229601	27
SRR15229602	32
SRR15229603	30
SRR15229604	30
SRR15229605	33
SRR15229606	62
SRR15229607	85
SRR15229608	12
SRR15229609	45
SRR15229610	16
SRR15229611	19
SRR15229612	17
SRR15229613	25
SRR15229614	25
SRR15229615	20
SRR15229616	59
SRR15229617	43
SRR15229618	42
SRR15229619	31
SRR15229620	49
SRR15229621	15
SRR15229622	35
SRR15229623	5
SRR15229624	29
SRR15229625	23
SRR15229626	25
SRR15228955	32
SRR15228956	44
SRR15228957	29
SRR15228958	29
SRR15228959	25
SRR15228960	37
SRR15228961	28
SRR15228962	45
SRR15228963	14
SRR15228964	33
SRR15228965	13
SRR15228966	21
SRR15228967	36
SRR15228968	53
SRR15228969	39
SRR15228970	59
SRR15228971	10
SRR15228972	4
SRR15228973	31
SRR15228974	59
SRR15228975	52
SRR15228976	47
SRR15228977	69
SRR15228978	47
SRR15228979	57
SRR15228980	19
SRR15228981	9
SRR15228982	42
SRR15228983	7
SRR15228984	21
SRR15228985	22
SRR15228986	24
SRR15228987	26
SRR15228988	59
SRR15228989	38
SRR15228990	41
SRR15228991	62
SRR15228992	15
SRR15228993	38
SRR15228994	31
SRR15228995	19
SRR15228996	24
SRR15228997	3
SRR15228998	33
SRR15228999	44
SRR15229000	26
SRR15229001	24
SRR15229002	33
SRR15229003	41
SRR15229004	13
SRR15229005	25
SRR15229006	18
SRR15229007	24
SRR15229008	26
SRR15229009	49
SRR15229010	27
SRR15229011	38
SRR15229012	31
SRR15229013	32
SRR15229014	19
SRR15229015	23
SRR15229016	45
SRR15229017	47
SRR15229018	48
SRR15229019	28
SRR15229020	58
SRR15229021	20
SRR15229022	60
SRR15229023	22
SRR15229024	41
SRR15229025	72
SRR15229026	11
SRR15229027	5
SRR15229028	27
SRR15229029	28
SRR15229030	25
SRR15229031	43
SRR15229032	42
SRR15229033	28
SRR15229034	13
SRR15229035	17
SRR15229036	56
SRR15229037	8
SRR15229038	6
SRR15229039	19
SRR15229040	29
SRR15229041	61
SRR15229042	17
SRR15229043	46
SRR15229044	57
SRR15229045	25
SRR15229046	49
SRR15229047	28
SRR15229048	25
SRR15229049	44
SRR15229050	18
SRR15229051	32
SRR15229052	73
SRR15229053	9
SRR15229054	57
SRR15229055	56
SRR15229056	49
SRR15229057	69
SRR15229058	54
SRR15229059	11
SRR15229060	38
SRR15229061	64
SRR15229062	68
SRR15229063	35
SRR15229064	27
SRR15229065	22
SRR15229066	39
SRR15229067	6
SRR15229068	16
SRR15229069	17
SRR15229070	81
SRR15229071	16
SRR15229072	2
SRR15229073	9
SRR15229074	18
SRR15229075	17
SRR15229076	46
SRR15229077	54
SRR15229078	24
SRR15229079	38
SRR15229080	27
SRR15229081	55
SRR15229082	56
SRR15229083	30
SRR15229084	17
SRR15229085	66
SRR15229086	72
SRR15229087	13
SRR15229088	21
SRR15229089	61
SRR15229090	18
SRR15229091	28
SRR15229092	60
SRR15229093	30
SRR15229094	16
SRR15229095	56
SRR15229096	32
SRR15229097	38
SRR15229098	40
SRR15229099	27
SRR15229100	34
SRR15229101	1
SRR15229102	51
SRR15229103	22
SRR15229104	51
SRR15229105	59
SRR15229106	34
SRR15229107	51
SRR15229108	3
SRR15229109	27
SRR15229110	51
SRR15229111	23
SRR15229112	54
SRR15229113	47
SRR15229114	22
SRR15229115	45
SRR15229116	63
SRR15229117	46
SRR15229118	36
SRR15229119	33
SRR15229120	6
SRR15229121	55
SRR15229122	58
SRR15229123	35
SRR15229124	42
SRR15229125	21
SRR15229126	55
SRR15229127	2
SRR15229128	25
SRR15229129	27
SRR15229130	39
SRR15229131	49
SRR15229132	26
SRR15229133	47
SRR15229134	31
SRR15229135	37
SRR15229136	70
SRR15229137	66
SRR15229138	46
SRR15229139	45
SRR15229140	46
SRR15229141	38
SRR15229142	22
SRR15229143	39
SRR15229144	41
SRR15229145	24
SRR15229146	12
SRR15229147	73
SRR15229148	28
SRR15229149	27
SRR15229150	47
SRR15229151	33
SRR15229152	28
SRR15229153	30
SRR15229154	35
SRR15229155	27
SRR15229156	3
SRR15229157	39
SRR15229158	7
SRR15229159	30
SRR15229160	31
SRR15229161	38
SRR15229162	13
SRR15229163	69
SRR15229164	30
SRR15229165	56
SRR15229166	58
SRR15229167	41
SRR15229168	39
SRR15229169	70
SRR15229170	22
SRR15229171	44
SRR15229172	34
SRR15229173	14
SRR15229174	46
SRR15229175	28
SRR15229176	25
SRR15229177	45
SRR15229178	38
SRR15229179	30
SRR15229180	30
SRR15229181	58
SRR15229182	27
SRR15229183	37
SRR15229184	32
SRR15229185	58
SRR15229186	64
SRR15229187	19
SRR15229188	60
SRR15229189	17
SRR15229190	40
SRR15229191	70
SRR15229192	13
SRR15229193	62
SRR15229194	21
SRR15229195	57
SRR15229196	34
SRR15229197	14
SRR15229198	63
SRR15229199	21
SRR15229200	4
SRR15229201	14
SRR15229202	9
SRR15229203	37
SRR15229204	18
SRR15229205	11
SRR15229206	55
SRR15229207	20
SRR15229208	49
SRR15229209	23
SRR15229210	9
SRR15229211	35
SRR15229212	67
SRR15229213	16
SRR15229214	39
SRR15229215	43
SRR15229216	10
SRR15229217	4
SRR15229218	23
SRR15229219	64
SRR15229220	38
SRR15229221	8
SRR15229222	40
SRR15229223	36
SRR15229224	11
SRR15229225	34
SRR15229226	40
SRR15229227	42
SRR15229228	14
SRR15229229	77
SRR15229230	35
SRR15229231	74
SRR15229232	29
SRR15229233	30
SRR15229234	27
SRR15229235	50
SRR15229236	30
SRR15229237	72
SRR15229238	41
SRR15229239	47
SRR15229240	18
SRR15229241	36
SRR15229242	32
SRR15229243	42
SRR15229244	32
SRR15229245	31
SRR15229246	19
SRR15229247	35
SRR15229248	51
SRR15229249	47
SRR15229250	21
SRR15229251	10
SRR15229252	49
SRR15229253	49
SRR15229254	20
SRR15229255	41
SRR15229256	42
SRR15229257	35
SRR15229258	62
SRR15229259	7
SRR15229260	38
SRR15229261	52
SRR15229262	40
SRR15229263	63
SRR15229264	35
SRR15229265	28
SRR15229266	17
SRR15229267	20
SRR15229268	68
SRR15229269	29
SRR15229270	6
SRR15229271	50
SRR15229272	35
SRR15229273	17
SRR15229274	72
SRR15229275	28
SRR15229276	30
SRR15229277	35
SRR15229278	7
SRR15229279	17
SRR15229280	4
SRR15229281	2
SRR15229282	1
SRR15229283	33
SRR15229284	34
SRR15229285	36
SRR15229286	58
SRR15229287	11
SRR15229288	17
SRR15229289	38
SRR15229290	49
SRR15228735	37
SRR15228736	31
SRR15228737	12
SRR15228738	44
SRR15228739	26
SRR15228740	31
SRR15228741	70
SRR15228742	20
SRR15228743	38
SRR15228744	40
SRR15228745	63
SRR15228746	58
SRR15228747	49
SRR15228748	35
SRR15228749	45
SRR15228750	59
SRR15228751	60
SRR15228752	72
SRR15228753	69
SRR15228754	26
SRR15228755	40
SRR15228756	44
SRR15228757	23
SRR15228758	67
SRR15228759	55
SRR15228760	59
SRR15228761	40
SRR15228762	10
SRR15228399	48
SRR15228400	24
SRR15228401	65
SRR15228402	81
SRR15228403	66
SRR15228404	36
SRR15228405	31
SRR15228406	17
SRR15228407	19
SRR15228408	31
SRR15228409	37
SRR15228410	22
SRR15228411	22
SRR15228412	64
SRR15228413	56
SRR15228414	74
SRR15228415	46
SRR15228416	34
SRR15228417	71
SRR15228418	55
SRR15228419	52
SRR15228420	25
SRR15228421	45
SRR15228422	13
SRR15228423	10
SRR15228424	43
SRR15228425	11
SRR15228426	40
SRR15228427	20
SRR15228428	56
SRR15228429	42
SRR15228430	34
SRR15228431	34
SRR15228432	30
SRR15228433	30
SRR15228434	34
SRR15228435	29
SRR15228436	31
SRR15228437	22
SRR15228438	60
SRR15228439	44
SRR15228440	61
SRR15228441	62
SRR15228442	19
SRR15228443	53
SRR15228444	62
SRR15228445	21
SRR15228446	27
SRR15228447	44
SRR15228448	28
SRR15228449	65
SRR15228450	15
SRR15228451	50
SRR15228452	21
SRR15228453	58
SRR15228454	38
SRR15228455	16
SRR15228456	37
SRR15228457	39
SRR15228458	73
SRR15228459	31
SRR15228460	61
SRR15228461	5
SRR15228462	20
SRR15228463	28
SRR15228464	40
SRR15228465	37
SRR15228466	55
SRR15228467	77
SRR15228468	6
SRR15228469	41
SRR15228470	50
SRR15228471	25
SRR15228472	12
SRR15228473	50
SRR15228474	38
SRR15228475	56
SRR15228476	63
SRR15228477	10
SRR15228478	22
SRR15228479	54
SRR15228480	77
SRR15228481	27
SRR15228482	51
SRR15228483	41
SRR15228484	24
SRR15228485	44
SRR15228486	68
SRR15228487	88
SRR15228488	41
SRR15228489	57
SRR15228490	34
SRR15228491	61
SRR15228492	27
SRR15228493	13
SRR15228494	1
SRR15228495	40
SRR15228496	30
SRR15228497	53
SRR15228498	28
SRR15228499	43
SRR15228500	1
SRR15228501	22
SRR15228502	10
SRR15228503	47
SRR15228504	29
SRR15228505	61
SRR15228506	37
SRR15228507	6
SRR15228508	36
SRR15228509	26
SRR15228510	81
SRR15228511	34
SRR15228512	44
SRR15228513	47
SRR15228514	26
SRR15228515	52
SRR15228516	30
SRR15228517	33
SRR15228518	18
SRR15228519	43
SRR15228520	60
SRR15228521	53
SRR15228522	66
SRR15228523	15
SRR15228524	64
SRR15228525	32
SRR15228526	40
SRR15228527	56
SRR15228528	43
SRR15228529	55
SRR15228530	53
SRR15228531	33
SRR15228532	7
SRR15228533	43
SRR15228534	30
SRR15228535	55
SRR15228536	7
SRR15228537	9
SRR15228538	63
SRR15228539	8
SRR15228540	13
SRR15228541	40
SRR15228542	24
SRR15228543	13
SRR15228544	42
SRR15228545	46
SRR15228546	28
SRR15228547	62
SRR15228548	24
SRR15228549	22
SRR15228550	50
SRR15228551	53
SRR15228552	39
SRR15228553	40
SRR15228554	23
SRR15228555	50
SRR15228556	46
SRR15228557	72
SRR15228558	53
SRR15228559	15
SRR15228560	43
SRR15228561	53
SRR15228562	38
SRR15228563	41
SRR15228564	47
SRR15228565	26
SRR15228566	8
SRR15228567	38
SRR15228568	47
SRR15228569	32
SRR15228570	53
SRR15228571	90
SRR15228572	46
SRR15228573	55
SRR15228574	59
SRR15228575	53
SRR15228576	10
SRR15228577	26
SRR15228578	33
SRR15228579	2
SRR15228580	46
SRR15228581	35
SRR15228582	26
SRR15228583	57
SRR15228584	14
SRR15228585	27
SRR15228586	37
SRR15228587	34
SRR15228588	25
SRR15228589	39
SRR15228590	47
SRR15228591	63
SRR15228592	29
SRR15228593	22
SRR15228594	26
SRR15228595	47
SRR15228596	40
SRR15228597	64
SRR15228598	41
SRR15228599	26
SRR15228600	29
SRR15228601	15
SRR15228602	25
SRR15228603	0
SRR15228604	74
SRR15228605	67
SRR15228606	62
SRR15228607	51
SRR15228608	34
SRR15228609	39
SRR15228610	51
SRR15228611	41
SRR15228612	30
SRR15228613	40
SRR15228614	22
SRR15228615	26
SRR15228616	27
SRR15228617	47
SRR15228618	26
SRR15228619	32
SRR15228620	36
SRR15228621	42
SRR15228622	22
SRR15228623	25
SRR15228624	27
SRR15228625	40
SRR15228626	50
SRR15228627	16
SRR15228628	41
SRR15228629	26
SRR15228630	26
SRR15228631	55
SRR15228632	23
SRR15228633	15
SRR15228634	12
SRR15228635	46
SRR15228636	17
SRR15228637	4
SRR15228638	14
SRR15228639	67
SRR15228640	64
SRR15228641	48
SRR15228642	34
SRR15228643	17
SRR15228644	37
SRR15228645	42
SRR15228646	18
SRR15228647	10
SRR15228648	14
SRR15228649	56
SRR15228650	44
SRR15228651	54
SRR15228652	14
SRR15228653	31
SRR15228654	73
SRR15228655	36
SRR15228656	56
SRR15228657	23
SRR15228658	32
SRR15228659	49
SRR15228660	27
SRR15228661	25
SRR15228662	18
SRR15228663	24
SRR15228664	39
SRR15228665	23
SRR15228666	22
SRR15228667	88
SRR15228668	30
SRR15228669	28
SRR15228670	33
SRR15228671	43
SRR15228672	45
SRR15228673	0
SRR15228674	47
SRR15228675	42
SRR15228676	33
SRR15228677	13
SRR15228678	51
SRR15228679	38
SRR15228680	71
SRR15228681	29
SRR15228682	69
SRR15228683	53
SRR15228684	36
SRR15228685	37
SRR15228686	37
SRR15228687	22
SRR15228688	54
SRR15228689	35
SRR15228690	10
SRR15228691	54
SRR15228692	11
SRR15228693	7
SRR15228694	44
SRR15228695	10
SRR15228696	0
SRR15228697	15
SRR15228698	36
SRR15228699	10
SRR15228700	38
SRR15228701	9
SRR15228702	33
SRR15228703	21
SRR15228704	30
SRR15228705	50
SRR15228706	25
SRR15228707	50
SRR15228708	15
SRR15228709	39
SRR15228710	28
SRR15228711	36
SRR15228712	58
SRR15228713	63
SRR15228714	67
SRR15228715	55
SRR15228716	14
SRR15228717	24
SRR15228718	30
SRR15228719	35
SRR15228720	32
SRR15228721	35
SRR15228722	11
SRR15228723	25
SRR15228724	14
SRR15228725	43
SRR15228726	18
SRR15228727	37
SRR15228728	50
SRR15228729	43
SRR15228730	18
SRR15228731	56
SRR15228732	61
SRR15228733	18
SRR15228734	13
SRR15227578	37
SRR15227579	57
SRR15227580	21
SRR15227581	47
SRR15227582	13
SRR15227583	42
SRR15227584	45
SRR15227585	17
SRR15227586	50
SRR15227587	42
SRR15227588	22
SRR15227589	36
SRR15227590	48
SRR15227591	23
SRR15227592	71
SRR15227593	25
SRR15227594	28
SRR15227595	10
SRR15227596	15
SRR15227597	64
SRR15227598	32
SRR15227599	48
SRR15227600	11
SRR15227601	51
SRR15227602	40
SRR15227603	65
SRR15227604	26
SRR15227605	19
SRR15227606	49
SRR15227607	47
SRR15227608	26
SRR15227609	45
SRR15227610	48
SRR15227611	30
SRR15227612	11
SRR15227613	28
SRR15227614	15
SRR15227615	31
SRR15227616	41
SRR15227617	5
SRR15227618	37
SRR15227619	72
SRR15227620	54
SRR15227621	12
SRR15227622	35
SRR15227623	66
SRR15227624	85
SRR15227625	42
SRR15227626	67
SRR15227627	50
SRR15227628	32
SRR15227629	42
SRR15227630	19
SRR15227631	39
SRR15227632	12
SRR15227633	10
SRR15227634	44
SRR15227635	28
SRR15227636	43
SRR15227637	18
SRR15227638	23
SRR15227639	21
SRR15227640	36
SRR15227641	19
SRR15227642	28
SRR15227643	38
SRR15227644	15
SRR15227645	43
SRR15227646	17
SRR15227647	71
SRR15227648	10
SRR15227649	50
SRR15227650	19
SRR15227651	28
SRR15227652	16
SRR15227653	44
SRR15227654	29
SRR15227655	12
SRR15227656	18
SRR15227657	15
SRR15227658	25
SRR15227659	52
SRR15227660	17
SRR15227661	14
SRR15227662	23
SRR15227663	2
SRR15227664	75
SRR15227665	55
SRR15227666	41
SRR15227667	30
SRR15227668	29
SRR15227669	4
SRR15227670	30
SRR15227671	33
SRR15227672	12
SRR15227673	53
SRR15227674	31
SRR15227675	20
SRR15227676	59
SRR15227677	41
SRR15227678	16
SRR15227679	55
SRR15227680	50
SRR15227681	20
SRR15227682	20
SRR15227683	34
SRR15227684	23
SRR15227685	32
SRR15227686	51
SRR15227687	17
SRR15227688	44
SRR15227689	58
SRR15227690	41
SRR15227691	45
SRR15227692	8
SRR15227693	58
SRR15227694	25
SRR15227695	44
SRR15227696	63
SRR15227697	37
SRR15227698	69
SRR15227699	57
SRR15227700	53
SRR15227701	30
SRR15227702	54
SRR15227703	2
SRR15227704	18
SRR15227705	20
SRR15227706	47
SRR15227707	67
SRR15227708	35
SRR15227709	66
SRR15227710	54
SRR15227711	24
SRR15227712	16
SRR15227713	28
SRR15227714	24
SRR15227715	44
SRR15227716	14
SRR15227717	32
SRR15227718	31
SRR15227719	12
SRR15227720	14
SRR15227721	21
SRR15227722	33
SRR15227723	48
SRR15227724	40
SRR15227725	50
SRR15227726	33
SRR15227727	52
SRR15227728	65
SRR15227729	54
SRR15227730	31
SRR15227731	25
SRR15227732	39
SRR15227733	21
SRR15227734	30
SRR15227735	25
SRR15227736	60
SRR15227737	50
SRR15227738	25
SRR15227739	45
SRR15227740	71
SRR15227741	48
SRR15227742	45
SRR15227743	17
SRR15227744	56
SRR15227745	21
SRR15227746	17
SRR15227747	51
SRR15227748	17
SRR15227749	61
